# IKS01A3 
 
time[us],acc_x[mg],acc_y[mg],acc_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps]
151262000,95,-620,782,-72305,32091,-16961
151281000,260,-731,791,-81343,44167,-29068
151300000,314,-713,777,-87709,60610,-61160
151319000,291,-599,703,-89190,79251,-92381
151338000,301,-504,739,-92351,97938,-113175
151357000,279,-548,766,-95450,108335,-131526
151376000,115,-604,758,-98045,120748,-147587
151395000,118,-592,917,-99221,133267,-154442
151414000,306,-475,1030,-99633,137297,-141251
151433000,322,-353,1108,-100305,130885,-118412
151452000,160,-305,949,-100717,127923,-85221
151471000,130,-320,860,-97526,127847,-43938
151490000,381,-353,909,-88946,124137,-10015
151509000,538,-258,879,-75694,115114,4152
151528000,574,-228,742,-63832,100229,18045
151547000,602,-254,639,-53587,83969,34152
151566000,727,-269,569,-38427,64732,51557
151585000,626,-299,504,-19816,50106,69038
151604000,629,-328,385,-2564,39847,81389
151623000,793,-308,405,15007,23099,81969
151642000,839,-344,266,33221,778,58213
151661000,624,-181,96,59526,-3725,21221
151680000,593,258,-6,98396,-4809,22763
151699000,533,660,-55,149618,-4595,125511
151718000,547,273,421,174259,-22778,305969
151737000,614,-589,1023,191603,-60809,500259
151756000,-1010,-2337,1187,142458,-45374,500259
151775000,52,-3013,2280,22366,-44030,199404
151794000,498,-1864,1561,-8442,-21297,-131771
151813000,147,-765,1296,-42198,-1145,-205114
151832000,-79,-249,866,-21114,2351,-123022
151851000,-119,-500,768,-28137,20015,4229
151870000,317,-310,598,7740,1694,10641
151889000,137,56,631,11068,-21450,12015
151908000,169,-406,896,-732,-37206,2015
151927000,353,-565,943,-824,-34900,-65328
151946000,190,99,643,30244,-22961,-79007
151965000,246,-232,717,37251,-14244,-11923
151984000,120,-654,936,39984,-14030,60549
152003000,-262,-828,1130,18519,-7251,78748
152022000,87,-1054,1229,-13770,-21496,24442
152041000,312,-788,1093,-23053,-34396,-37221
152060000,180,-561,764,-28702,-26824,-23145
152079000,197,-724,705,-35770,-12259,-19374
152098000,182,-628,717,-27877,-7847,-26335
152117000,157,-623,804,-36137,-10488,-30580
152136000,301,-702,895,-47938,-23450,-38488
152155000,361,-693,880,-53633,-34427,-43740
152174003,315,-599,791,-53664,-39343,-29465
152193000,345,-571,750,-51419,-41801,-12152
152212000,426,-511,753,-48580,-48167,2702
152231000,497,-585,797,-51862,-60030,9679
152250000,501,-679,783,-51587,-68320,7633
152269000,497,-677,730,-50259,-72854,-4595
152288000,469,-606,711,-47328,-72458,-10931
152307000,466,-587,639,-45633,-71832,-20534
152326000,442,-604,638,-42656,-73801,-31190
152345000,392,-625,497,-38671,-70595,-62015
152364000,340,-578,512,-28122,-61618,-118061
152383000,347,-54,398,2458,-50763,-96870
152402000,-31,534,124,36595,-45938,69664
152421000,117,159,77,56534,-48183,270458
152440000,359,-545,542,80259,-60320,388946
152459000,219,-1479,795,44076,-59541,286045
152478000,139,-1861,1228,3572,-56809,80946
152497000,441,-1944,1300,-42183,-38671,-114473
152516000,89,-1138,1035,-73709,-23099,-118061
152535000,-56,-785,592,-82167,-1389,-62992
152554000,94,-604,383,-73633,8351,-15847
152573000,357,-561,397,-59328,3175,-4091
152592000,401,-415,438,-42152,-5450,-13511
152611000,452,-366,278,-24748,-12259,-33389
152630000,322,-60,261,1099,-13404,-20854
152649000,329,-236,269,15236,-15190,54229
152668000,377,-428,472,34778,-13862,129694
152687000,220,-680,487,41450,-3175,135328
152706000,249,-1291,820,21053,-12274,72198
152725000,562,-1787,1152,-11618,-13145,-53053
152744000,496,-950,909,-25282,-12809,-98534
152763000,228,-564,398,-34946,-10274,-29816
152782000,343,-548,271,-26961,-2870,50610
152801000,459,-785,373,-17557,-9374,83404
152820000,213,-947,433,-23297,-6396,64320
152839000,496,-1270,727,-48931,-19175,17343
152858000,606,-1365,772,-71099,-29236,-28458
152877000,406,-1170,534,-87404,-29022,-33038
152896000,402,-1033,424,-93450,-22961,-42503
152915000,512,-912,350,-90274,-21755,-73328
152934000,604,-855,338,-89954,-27709,-89496
152953000,664,-806,349,-89725,-37190,-79297
152972000,673,-724,300,-87847,-43954,-60396
152991000,687,-676,264,-85389,-49877,-44167
153010000,673,-602,215,-78824,-51694,-43664
153029000,656,-601,190,-69770,-51496,-55465
153048000,647,-541,178,-55770,-50061,-71465
153067000,596,-507,135,-44717,-49190,-74076
153086000,514,-441,39,-36732,-48061,-62732
153105000,410,-406,-67,-29893,-43541,-47038
153124000,437,-459,-61,-24610,-43022,-45770
153143000,418,-413,-84,-12366,-44702,-52015
153162000,349,-418,-13,-1465,-49389,-64732
153181000,235,-417,48,11007,-51725,-83435
153200000,213,-443,254,19450,-56534,-91053
153219000,135,-484,264,21038,-53358,-91083
153238000,54,-280,312,17358,-51511,-56335
153257000,-170,-25,183,13358,-50335,50854
153276000,-217,301,113,31312,-47465,220641
153295000,-166,168,76,54809,-48458,335801
153314002,-105,69,291,88213,-66091,419404
153333000,-187,-209,207,100290,-64946,468854
153352000,-100,-1208,312,83923,-67480,325496
153371000,-26,-2216,445,60381,-53251,38412
153390000,152,-2207,866,40503,-26076,-170931
153409000,103,-1925,837,2045,-1160,-212167
153428000,69,-1928,482,-39893,15145,-150519
153447000,262,-1772,238,-68809,26534,-132122
153466000,536,-1512,146,-75328,32244,-139404
153485000,923,-1427,143,-81755,19664,-189068
153504000,1008,-1141,134,-81389,5175,-204763
153523000,854,-969,49,-82015,-8305,-158488
153542000,764,-836,2,-82885,-16427,-98992
153561000,799,-833,-17,-87358,-17358,-78000
153580000,815,-669,-37,-73740,-16656,-98244
153599000,733,-406,-164,-53221,-11022,-119236
153618000,544,-104,-202,-36595,-6366,-85099
153637000,555,-80,-160,-16000,-6091,-13328
153656000,386,6,-139,6687,1358,106992
153675000,529,-232,-17,27816,-9267,252030
153694000,659,-970,32,28748,-26366,262946
153713000,814,-1519,95,21816,-31374,154809
153732001,827,-1781,237,3312,-32854,46595
153751000,756,-1733,215,-20580,-27725,-42076
153770000,657,-1489,56,-43175,-20473,-93160
153789001,579,-1244,-25,-62305,-14244,-94198
153808000,592,-1109,-84,-78076,-13145,-81145
153827000,657,-1013,-40,-84946,-14412,-86977
153846000,716,-795,-50,-78412,-17465,-112778
153865000,660,-658,-63,-74381,-25954,-132839
153884000,559,-571,-138,-63511,-30030,-164580
153903000,540,-427,-160,-46335,-29038,-195496
153922000,453,-234,-264,-26442,-23129,-200839
153941000,263,46,-383,-2488,-12030,-183251
153960000,-38,572,-576,39862,13465,-138748
153979000,-128,1133,-560,76671,36412,61160
153998000,90,480,-357,91068,28961,325542
154017000,511,-392,125,105038,-12458,500259
154036000,444,-1576,-99,113526,-48534,500259
154055000,-177,-3446,-72,48396,-105786,434015
154074000,763,-2829,755,16213,-60625,-68091
154093000,278,-2592,56,-63129,-13801,-361725
154112000,188,-579,-16,-12671,37404,-432015
154131000,102,281,-685,10366,45618,-312793
154150000,-259,-4,-774,-7465,79984,14717
154169000,1015,25,-2,35633,55511,259312
154188000,1184,-1001,134,49511,6106,212534
154207000,827,-2471,338,21114,-36977,46519
154226000,746,-2245,540,3984,-33862,-118305
154245000,456,-1302,254,-27664,-43114,-86977
154264000,114,-866,-463,-37832,-14519,-30503
154283000,251,-608,-468,-35725,3694,17740
154302000,551,-618,-308,-21465,16381,31190
154321000,719,-919,-156,-15419,10687,7007
154340000,777,-1099,0,-15816,-778,-18061
154359000,725,-1277,52,-22259,-11160,-29221
154378000,657,-1300,31,-31068,-15206,-42534
154397000,602,-1144,-72,-37664,-13312,-63816
154416000,618,-1026,-121,-45053,-9725,-81404
154435000,653,-945,-136,-49007,-6229,-88244
154454002,742,-958,-139,-51786,-5435,-92061
154473000,786,-912,-161,-49877,-4458,-99251
154492000,877,-844,-171,-52641,-8931,-105175
154511000,967,-785,-213,-54595,-12030,-107908
154530000,1075,-773,-330,-60137,-19190,-110977
154549000,1151,-670,-377,-58030,-26977,-131282
154568000,1142,-588,-529,-53832,-31404,-174839
154587000,1181,-421,-591,-48534,-34259,-205587
154606000,1090,-257,-654,-39129,-38549,-208885
154625000,942,34,-711,-20061,-37679,-195480
154644000,794,414,-739,6763,-40167,-149297
154663000,702,712,-803,44900,-35389,-80595
154682000,604,614,-815,82458,-24519,-3557
154701000,448,770,-652,136137,-16977,111648
154720000,272,631,-446,185114,-9740,271404
154739000,215,89,30,232061,-29694,453389
154758000,351,-1137,290,256045,-47755,500259
154777000,242,-2805,799,202290,-48091,248870
154796000,-125,-3022,1919,146259,-22809,-29541
154815000,581,-4000,1659,10916,33160,-248488
154834000,320,-1551,599,-25068,58488,-258427
154853000,303,16,-190,-16839,63557,-182564
154872000,301,699,-677,-12290,43450,-27129
154891000,718,280,-356,55847,35114,91312
154910000,780,-566,-158,78946,21480,132488
154929000,858,-1336,181,58167,4274,105053
154948000,1007,-1830,608,21083,-9786,67190
154967000,767,-828,391,16396,-1358,-16366
154986000,603,-357,-477,25664,10946,-35984
155005000,492,-248,-475,49236,20870,16519
155024000,742,-922,163,45419,17450,119923
155043000,623,-1710,311,24290,13175,141007
155062000,687,-1746,627,-26213,-442,56213
155081000,836,-1176,547,-35007,-10396,-45251
155100000,625,-761,-101,-41557,-3954,-38748
155119000,541,-840,-174,-45374,8595,2839
155138000,725,-877,33,-38259,13358,20900
155157000,697,-880,95,-37465,16549,19770
155176000,762,-972,160,-44305,6748,-442
155195000,825,-1016,138,-52671,-4702,-20458
155214000,707,-979,2,-58442,-8305,-24549
155233000,619,-844,-16,-58213,-5267,-15068
155252000,587,-740,-68,-56900,-1038,-9404
155271000,628,-709,-76,-54091,-244,-17526
155290000,572,-705,-65,-52625,2961,-24885
155309000,542,-784,-9,-53954,3282,-33847
155328000,552,-760,-46,-52625,4595,-42076
155347000,573,-687,-104,-52732,4793,-46641
155366000,520,-611,-142,-52534,3297,-46076
155385000,419,-582,-193,-51603,7450,-40946
155404000,543,-495,-153,-45129,8244,-41969
155423000,522,-553,-195,-43419,5664,-60167
155442000,567,-590,-212,-40564,-503,-76625
155461000,592,-578,-225,-38641,-2213,-77541
155480000,615,-488,-306,-40412,-3954,-67465
155499000,677,-401,-312,-41480,-13267,-58549
155518000,695,-270,-411,-34809,-25954,-65603
155537000,528,73,-542,-19984,-23374,-75374
155556000,176,863,-776,23099,-7679,-43374
155575000,183,1390,-1020,77450,-396,87755
155594001,593,339,-447,102809,-10625,219083
155613000,1184,-876,110,116732,-51068,266000
155632000,419,-1987,308,100152,-52961,266809
155651000,476,-2382,778,29603,-17267,48839
155670000,501,-2030,504,-33893,-763,-111389
155689000,579,-1294,45,-49862,6656,-128900
155708000,346,-519,-208,-45114,6977,-73786
155727000,398,105,-355,-22702,5511,29969
155746000,784,-82,-452,16305,-4549,88748
155765000,794,-830,-227,28305,-11618,55343
155784000,597,-1159,-74,19419,-6030,24000
155803000,611,-848,138,10656,-7175,885
155822000,647,-830,-23,4961,-6442,-17618
155841000,622,-672,-177,7664,-7587,6900
155860000,649,-681,-162,3984,-15740,73725
155879000,472,-1138,-75,-11480,-18427,82687
155898000,514,-1217,52,-27312,-19969,37770
155917000,689,-1342,108,-49145,-21435,-24351
155936000,651,-1114,-10,-63938,-18290,-57648
155955000,552,-736,-178,-66229,-13312,-46137
155974000,587,-649,-303,-61496,-10045,-30564
155993000,625,-683,-322,-53129,-5954,-24412
156012000,705,-714,-309,-46946,-5801,-35450
156031000,701,-743,-283,-44122,-7435,-46366
156050000,667,-825,-296,-42732,-8045,-56854
156069000,714,-816,-309,-42274,-8854,-63893
156088000,731,-721,-391,-41969,-10366,-63328
156107000,773,-656,-539,-41480,-11465,-61526
156126000,797,-601,-658,-39450,-10259,-60885
156145000,780,-541,-678,-36290,-10290,-63083
156164000,758,-505,-673,-28351,-7954,-67328
156183000,756,-490,-652,-19541,-8137,-68229
156202000,767,-468,-642,-9312,-6473,-63099
156221000,712,-402,-641,3419,-4167,-53480
156240000,646,-318,-632,18793,3603,-47343
156259001,562,-115,-599,46992,10610,-57328
156278000,418,283,-693,88442,29450,-73038
156297000,468,478,-729,140916,50106,-57419
156316000,476,195,-329,180229,63801,55908
156335000,633,-266,335,212885,42717,231282
156354000,973,-1175,974,223251,-1007,296702
156373000,394,-1580,893,167007,244,237709
156392000,645,-2085,1289,66320,-33267,60000
156411000,697,-2637,439,-50763,-24198,-90259
156430000,425,-1081,-68,-68900,16763,-200900
156449000,357,976,-699,-12320,53114,-220473
156468000,686,708,-902,59694,45862,-58793
156487000,1138,-538,153,106351,17557,81679
156506000,714,-554,254,145938,5816,159725
156525000,213,-245,105,142427,15954,136366
156544000,426,-845,688,118656,-15923,123206
156563000,590,-1864,509,39465,-30183,85175
156582000,735,-1820,34,-30473,-9786,4396
156601000,645,-886,108,-53053,4015,-42687
156620000,623,-674,135,-61206,488,-15068
156639000,589,-929,117,-69541,1404,1221
156658000,587,-820,110,-71618,3282,-6244
156677000,563,-713,70,-68564,2992,-5175
156696000,580,-773,67,-70137,-3053,-519
156715000,626,-863,92,-75206,-4687,2396
156734001,655,-852,89,-79755,-5816,7206
156753000,671,-873,64,-84702,-4824,13954
156772000,641,-888,17,-89053,-3893,14992
156791000,588,-908,-9,-93893,-2137,15511
156810000,573,-969,7,-99190,-3114,11343
156829000,591,-977,-74,-102122,-3786,7251
156848002,558,-948,-118,-107541,-2870,12839
156867000,540,-929,-29,-115145,702,26549
156886000,518,-1023,-10,-122992,1770,23312
156905000,565,-1033,-31,-127206,4687,7114
156924000,546,-909,-167,-126519,8366,-23816
156943000,606,-702,-188,-122137,7053,-51129
156962000,558,-640,-262,-113587,3297,-82625
156981000,520,-589,-234,-99847,-3114,-129847
157000000,577,-315,-349,-76610,-4564,-173389
157019000,481,252,-641,-50946,-3007,-130381
157038000,389,936,-788,-15801,-2610,37603
157057000,523,1004,-1084,30335,-6992,198229
157076000,754,231,-868,61343,-19847,276717
157095000,661,-598,-680,89083,-22595,223801
157114000,343,-1564,-659,74473,-8732,84732
157133000,530,-2265,-333,39557,17145,-72000
157152000,743,-1961,-88,5190,43725,-159633
157171000,690,-651,-321,-2045,42641,-120992
157190000,731,-94,-778,183,21267,-14564
157209000,808,-516,-969,2106,7374,73633
157228000,833,-919,-579,13908,-8274,64702
157247000,598,-872,-465,15496,3190,29603
157266000,560,-1026,-283,2916,6152,2870
157285000,600,-1167,-186,-9221,13893,-9969
157304000,611,-965,-250,-17328,17847,-9160
157323000,619,-754,-364,-21236,16381,534
157342000,570,-670,-403,-22381,15053,14580
157361000,600,-606,-428,-17145,13389,15328
157380000,566,-299,-511,1343,15786,-12641
157399000,604,32,-739,38198,18320,-62778
157418000,578,142,-717,62961,20748,-31786
157437000,617,8,-537,87648,12992,58839
157456000,659,-662,-301,103160,-8458,186290
157475000,536,-2148,146,73114,-24595,182137
157494000,405,-2449,360,8595,-6015,-22183
157513000,526,-2004,83,-27679,10534,-168854
157532000,463,-916,-154,-34885,11374,-135984
157551000,358,-403,-404,-45068,7740,-35190
157570000,556,-775,-385,-47694,5847,31435
157589000,585,-991,-349,-42595,11526,9709
157608000,508,-908,-355,-44641,20412,-26152
157627000,472,-987,-268,-58519,21908,-35022
157646000,582,-1085,-177,-65801,19389,-41206
157665000,612,-989,-290,-74137,17083,-43419
157684000,575,-947,-355,-85938,13236,-33511
157703000,535,-896,-352,-91694,13755,-32229
157722000,467,-902,-398,-97053,18229,-38000
157741000,466,-954,-372,-104106,22000,-46732
157760000,490,-845,-412,-105648,28809,-62549
157779000,516,-788,-447,-111068,29419,-67709
157798000,466,-714,-471,-111465,32885,-74946
157817000,477,-649,-520,-109984,38732,-93435
157836000,512,-549,-421,-113038,39526,-82564
157855000,569,-530,-488,-108198,39419,-79618
157874001,528,-347,-482,-105343,43679,-84229
157893000,541,-243,-486,-95282,41603,-69938
157912000,450,-90,-528,-84900,46427,-46396
157931000,407,203,-532,-61465,53664,-3038
157950000,382,279,-544,-34396,62977,57083
157969000,329,314,-481,-3801,75022,126183
157988000,291,429,-472,34351,85099,207984
158007000,257,572,-406,86961,91343,310000
158026000,366,417,-222,140442,79801,440335
158045000,647,-382,83,188396,43038,500259
158064000,677,-1942,275,182503,6824,423206
158083000,9,-2775,532,165618,20458,192854
158102000,-18,-2783,1341,70900,69709,-58198
158121000,463,-2746,758,-25557,90458,-211816
158140000,539,-697,52,-21893,97801,-193297
158159000,240,100,-717,-11877,87404,-120351
158178000,518,12,-463,14290,64274,87541
158197000,1034,-672,231,38549,25694,211465
158216000,408,-1265,109,46641,13206,221251
158235000,254,-1913,288,-12442,11038,121587
158254000,659,-1502,627,-4458,19526,-30259
158273000,531,-1022,93,-23618,33877,-100167
158292000,427,-882,-178,-24152,44000,-64977
158311000,535,-920,103,-25297,44687,15862
158330000,465,-1046,65,-20000,47404,48274
158349001,503,-849,118,-21145,44656,28687
158368000,679,-916,187,-25267,31633,1862
158387000,726,-1067,118,-36213,19206,-18305
158406000,578,-944,51,-40992,14152,-12183
158425000,534,-854,8,-42442,14045,-152
158444000,531,-956,24,-44549,14488,-5114
158463000,514,-997,58,-45389,16748,-21877
158482000,492,-999,44,-47526,20198,-40946
158501000,506,-1039,14,-51129,21694,-60015
158520000,551,-1024,15,-55099,21603,-75984
158539000,560,-950,-27,-58977,20625,-81541
158558000,576,-931,-85,-64412,18290,-84824
158577000,590,-878,-149,-67450,17282,-90778
158596000,614,-807,-198,-68732,13694,-96320
158615000,612,-685,-212,-63587,12595,-99389
158634000,605,-599,-324,-54015,9496,-114137
158653000,609,-432,-335,-41496,9358,-113312
158672000,623,-494,-432,-30885,8045,-126625
158691000,702,-509,-393,-21679,12137,-146427
158710000,724,-374,-380,-5618,17022,-152687
158729000,460,93,-486,18946,29450,-133297
158748000,129,797,-773,63038,51221,-38000
158767000,374,384,-521,91206,60381,135114
158786000,704,-13,72,135251,44656,315771
158805000,1152,-1057,341,148671,-7282,410473
158824000,520,-1726,454,113114,-3709,332580
158843000,391,-2357,890,35862,-10900,60290
158862000,809,-2729,510,-33358,1832,-161938
158881000,629,-1149,42,-50183,26458,-202442
158900000,359,75,-494,-27923,32259,-160961
158919000,307,434,-688,-5236,37877,25160
158938000,1012,-398,-267,32916,13282,118015
158957000,1054,-662,44,68503,-24000,197633
158976000,-127,-1333,-83,41694,-824,161908
158995000,197,-1473,365,-4305,-2580,51679
159014000,760,-1732,731,-27603,778,-46854
159033000,567,-1096,207,-57908,5526,-106717
159052000,436,-434,-451,-39648,23572,-99297
159071000,418,-564,-370,-39038,25954,-12244
159090000,603,-684,-154,-21770,24946,35450
159109000,619,-668,-112,-11038,23618,48549
159128000,561,-758,31,-10213,14076,37679
159147000,613,-958,97,-14473,8488,25496
159166000,613,-1111,23,-25725,6610,21007
159185000,544,-1018,-62,-29236,10564,14595
159204000,478,-864,-142,-30061,17801,9236
159223000,444,-905,-185,-29618,24534,-2961
159242000,514,-977,-158,-27709,29832,-29618
159261000,537,-913,-137,-26290,32717,-42427
159280000,547,-900,-135,-26961,30900,-41526
159299000,532,-913,-124,-27618,28274,-37251
159318000,465,-833,-106,-27694,28534,-25297
159337000,568,-952,-82,-30351,24259,-23694
159356000,605,-921,-35,-30977,21389,-33969
159375000,538,-873,-57,-32534,21312,-31908
159394000,597,-869,-32,-35740,22595,-34870
159413000,630,-795,-75,-35847,23267,-46549
159432000,674,-734,-94,-35450,20152,-61465
159451000,793,-648,-69,-31969,14900,-85541
159470000,723,-552,-172,-22183,12290,-113938
159489001,737,-464,-138,-11267,16167,-139389
159508000,765,-249,-118,5969,16351,-150580
159527000,695,-110,-141,21648,19541,-133786
159546000,611,50,-183,44671,22213,-74351
159565000,480,334,-187,74000,25450,31603
159584000,627,247,-104,101541,18320,173526
159603000,832,-126,160,129679,-4412,319496
159622000,895,-885,303,128091,-38488,423251
159641000,65,-1396,152,107725,-31877,304625
159660000,109,-2161,604,51007,-11893,55587
159679000,838,-2580,761,14916,6381,-196870
159698000,531,-1248,360,-16625,10885,-246061
159717000,433,-455,-72,-16473,12213,-140351
159736000,478,-379,-201,-20793,8977,8320
159755000,909,-454,-105,11725,-13007,90778
159774000,819,-691,-35,30748,-30900,108870
159793000,493,-881,24,25969,-28091,66335
159812000,679,-1164,317,8427,-30106,-13557
159831000,834,-1189,391,-2717,-26717,-84931
159850000,659,-632,31,854,-23099,-87190
159869000,585,-537,-164,3954,-19190,-24244
159888000,724,-646,33,11557,-25923,59404
159907001,637,-902,40,17664,-31877,91587
159926000,530,-902,79,11511,-31526,62030
159945000,761,-1152,333,-5954,-42793,14183
159964000,791,-1361,322,-25526,-49969,-33877
159983000,665,-1056,115,-32259,-49374,-34946
160002000,584,-889,-18,-40809,-46977,-8259
160021000,657,-916,1,-42045,-48229,9160
160040000,590,-928,-77,-37145,-44885,3496
160059000,493,-798,-112,-34290,-38442,-4900
160078000,534,-812,-37,-34503,-37816,-4290
160097000,596,-958,6,-35297,-38549,-10427
160116000,554,-935,-52,-35679,-36061,-16061
160135000,517,-863,-120,-35954,-32412,-14931
160154000,524,-801,-168,-35984,-28946,-15816
160173000,501,-825,-191,-35541,-24106,-23954
160192000,562,-819,-167,-33755,-22229,-40152
160211000,543,-747,-156,-34137,-22259,-39053
160230000,496,-733,-192,-33236,-20610,-35267
160249000,469,-677,-178,-29709,-18305,-38809
160268000,479,-635,-225,-24458,-14167,-45053
160287000,477,-543,-212,-13022,-11328,-52198
160306000,449,-354,-311,6564,-5725,-45435
160325000,423,-173,-334,29129,274,-19221
160344000,412,-65,-382,57801,7511,29114
160363000,430,20,-322,86152,7923,124122
160382000,515,-281,-175,109160,-2320,250870
160401000,677,-1218,92,112274,-26519,271221
160420000,177,-1718,107,97282,-12412,186366
160439000,59,-1907,395,53374,-4656,25603
160458000,662,-1895,459,12000,7755,-129572
160477000,507,-1124,67,-18351,12671,-158809
160496000,357,-563,-354,-4839,15114,-96992
160515000,322,-428,-277,-244,21923,14244
160534000,680,-713,-159,23404,12412,78091
160553000,527,-989,-40,38290,2977,90931
160572000,266,-1104,22,22961,8503,54580
160591000,502,-1264,449,-3633,-2000,-4351
160610000,679,-1494,384,-21511,-10717,-45160
160629000,517,-952,-3,-27832,-8396,-32503
160648000,439,-749,-124,-33511,-3053,12412
160667000,525,-884,-98,-26824,-1160,35022
160686000,425,-874,-113,-17389,7832,27511
160705000,458,-772,-37,-12778,6396,8839
160724000,622,-1016,111,-16229,-3450,-2015
160743000,605,-1111,134,-21480,-13022,-9083
160762000,539,-1009,52,-26534,-16549,-2442
160781000,500,-920,-4,-28534,-16045,2396
160800000,428,-900,-57,-26442,-10519,-2244
160819000,441,-847,-51,-24000,-4748,-12366
160838000,526,-932,0,-23404,-5053,-22992
160857000,498,-932,19,-21282,-4946,-28916
160876000,460,-902,15,-21312,-6045,-20015
160895000,477,-911,23,-22091,-7282,-12106
160914000,491,-933,-22,-24290,-9465,-17755
160933000,540,-964,-28,-25801,-14213,-31206
160952000,493,-901,-50,-23923,-15725,-42335
160971000,448,-764,-86,-17923,-16885,-33038
160990000,475,-742,-186,-13389,-16549,-18824
161009000,455,-700,-287,-8167,-16763,-16351
161028000,516,-749,-264,-1175,-15755,-32488
161047000,481,-696,-217,11786,-16091,-49236
161066000,454,-704,-226,20854,-12381,-61496
161085000,442,-635,-206,31572,-5038,-71572
161104000,368,-492,-223,43526,2870,-48549
161123000,300,-269,-205,56717,8381,34564
161142000,467,-257,-74,76000,6595,149679
161161000,674,-128,-77,110061,-3770,243404
161180000,657,-394,71,137297,-27083,306610
161199000,-464,-1111,-134,135526,2473,232839
161218000,-289,-2244,438,80106,18656,9816
161237000,901,-3434,1394,32870,7679,-222061
161256000,526,-1561,724,-32106,6122,-273832
161275000,183,72,-177,-34778,1877,-177618
161294002,280,572,-585,8595,11190,2534
161313000,672,-436,-407,61251,3282,124030
161332000,855,-942,341,85190,-24503,211145
161351000,191,-1566,306,69664,-26793,247022
161370000,150,-2031,288,-2183,-7679,126900
161389000,544,-1614,802,-42366,-13358,-13954
161408000,374,-1313,219,-67404,-7679,-107389
161427000,282,-530,-211,-59480,5633,-89404
161446000,307,-851,-134,-62519,16259,-8961
161465000,481,-1167,31,-58229,16870,12977
161484000,308,-995,15,-60900,19053,-30
161503000,273,-779,62,-62381,15923,-10885
161522000,409,-947,106,-67755,8809,-7328
161541000,433,-1038,68,-70488,6274,-5267
161560000,413,-916,5,-69374,7954,-1267
161579000,407,-755,-55,-65343,12335,12458
161598000,432,-850,-71,-61022,16641,16152
161617000,504,-909,-77,-56977,19007,-8534
161636000,540,-898,-72,-51664,19618,-34137
161655000,524,-870,-86,-48885,20045,-41786
161674000,544,-787,-95,-45404,19404,-36534
161693000,515,-780,-145,-41938,20778,-28015
161712000,481,-736,-141,-37022,23465,-21923
161731000,557,-932,-101,-34900,22152,-35312
161750000,624,-1018,-108,-32366,21587,-65480
161769001,547,-850,-141,-30549,22259,-85847
161788000,533,-776,-186,-31267,23038,-83908
161807000,558,-805,-210,-32274,21770,-89740
161826000,550,-762,-208,-32748,20015,-99969
161845000,587,-702,-216,-28900,14076,-107251
161864000,628,-631,-246,-24290,9038,-107801
161883000,557,-529,-320,-16122,7083,-103496
161902000,526,-350,-387,-3984,9328,-98427
161921000,432,65,-561,25862,18656,-101816
161940000,424,584,-801,73099,30854,-73099
161959000,479,598,-574,115175,30122,74290
161978000,664,88,-96,149038,11541,256167
161997000,768,-628,258,168229,-31114,438931
162016000,-301,-1589,218,138045,-13328,413984
162035000,-336,-2439,485,79404,-5618,155297
162054000,941,-3268,1092,2916,3572,-161053
162073000,630,-1654,453,-43251,8534,-330305
162092000,339,196,-463,-19038,13526,-263862
162111000,125,220,-844,-11053,18351,-43679
162130000,719,-509,-332,22931,10961,100977
162149000,667,-846,-247,53923,3129,134396
162168000,531,-1348,49,29190,-10030,97969
162187000,608,-1527,472,-6595,-23038,13633
162206000,576,-1718,433,-40839,-26839,-24335
162225000,433,-1105,101,-52671,-17358,-21282
162244000,380,-665,-186,-52076,-3770,-12793
162263000,462,-760,-225,-47053,6183,-1480
162282000,497,-922,-117,-40732,13175,-9541
162301000,476,-935,-9,-38015,15679,-21694
162320000,469,-912,85,-37938,12396,-27862
162339000,508,-944,99,-44488,5099,-21312
162358000,563,-945,5,-50564,-3145,-16229
162377000,491,-875,-98,-54473,-4427,-11343
162396000,477,-785,-118,-54061,-3328,-8809
162415000,506,-768,-122,-52778,-1496,-6473
162434002,544,-873,-94,-53725,-1251,-7603
162453000,585,-841,-92,-52198,-1038,-14503
162472000,575,-810,-137,-52534,-1236,-14931
162491000,603,-787,-130,-51541,-3221,-13267
162510000,627,-813,-150,-50106,-4519,-14763
162529000,646,-865,-121,-49801,-8610,-25374
162548000,668,-860,-130,-48885,-11603,-41160
162567000,669,-796,-171,-47068,-12671,-57908
162586000,683,-739,-239,-41725,-11328,-76381
162605000,653,-724,-283,-34458,-8671,-106732
162624000,614,-670,-328,-26290,-1587,-139862
162643000,646,-486,-348,-15480,4412,-141465
162662000,498,-66,-411,3679,7358,-123664
162681000,159,741,-818,46610,27175,-53465
162700000,351,767,-728,86213,25419,131297
162719000,697,212,-174,126595,1633,308244
162738000,937,-673,50,153145,-49572,441099
162757000,-97,-2329,59,97664,-54503,363480
162776000,-31,-2985,556,47221,-30961,77190
162795000,479,-2446,1013,-40732,412,-190824
162814000,350,-1076,174,-58351,37969,-202229
162833000,243,37,-709,-31786,41251,-167480
162852000,169,133,-877,-18320,38580,-8488
162871000,670,-277,-522,25847,33251,85526
162890000,981,-662,-210,54229,4656,106167
162909000,371,-1119,-122,43129,4076,107022
162928000,253,-1352,235,-2305,-3236,42244
162947000,487,-1462,398,-14442,7572,-41267
162966000,547,-686,-124,-11740,15190,-82213
