# IKS01A3 
 
time[us],acc_x[mg],acc_y[mg],acc_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps]
324963000,-191,599,-989,-4183,-6015,-1206
324982000,-186,608,-995,-809,-2854,-12732
325001000,-184,631,-1031,2274,4183,-16900
325020000,-116,644,-1011,4778,10167,-15786
325039000,-85,636,-1007,8824,15114,-12656
325058000,-83,616,-992,12885,19007,-11480
325077000,-99,614,-994,18015,21038,-13709
325096000,-69,577,-978,20519,23603,-13007
325115000,-49,571,-994,23358,25618,-11053
325134000,-33,542,-927,24656,23206,-8183
325153000,-62,526,-890,26045,22961,-8992
325172000,-79,489,-887,26122,22458,-15984
325191000,-117,479,-908,25603,21755,-26183
325210000,-191,497,-925,23664,24992,-29603
325229000,-235,500,-890,19816,31435,-29923
325248000,-254,449,-835,13145,36885,-35022
325267000,-327,416,-788,4977,41282,-52595
325286000,-390,361,-749,-6167,42992,-80946
325305000,-519,397,-752,-17694,49541,-112763
325324000,-557,495,-744,-32564,61770,-133771
325343000,-521,521,-732,-48687,80793,-142137
325362000,-271,399,-602,-64809,79496,-164870
325381000,250,459,-505,-69572,53465,-195648
325400000,2926,566,271,-61083,-105465,-236320
325419000,662,2622,-1371,4198,-139343,-139404
325438000,-548,1590,-1601,-16198,-8961,71694
325457000,-384,572,-958,-15328,46839,158351
325476000,29,23,-719,-36549,23022,74732
325495000,84,274,-772,15526,-18687,33679
325514000,106,485,-906,11022,-21297,54061
325533000,64,318,-689,213,-23358,86427
325552000,-10,321,-686,-2259,-36641,73404
325571000,-86,485,-775,-7709,-43740,71206
325590000,-41,535,-740,-12778,-47190,74931
325609000,-29,488,-718,-19404,-52564,72900
325628000,-65,335,-716,-29679,-55053,65175
325647000,-213,507,-722,-34473,-59007,46778
325666000,-271,656,-786,-37832,-55374,42335
325685000,-195,712,-837,-41770,-46274,51832
325704000,-162,623,-823,-44961,-41435,55282
325723000,-99,461,-727,-49770,-46213,37022
325742000,-234,670,-791,-46045,-52732,10748
325761000,-251,848,-871,-40061,-48290,9114
325780000,-210,898,-905,-41083,-36213,27435
325799000,-157,787,-874,-40335,-28595,44305
325818000,-105,651,-733,-38137,-28106,35419
325837000,-155,697,-749,-33770,-35206,12625
325856000,-168,785,-819,-29358,-36442,3374
325875000,-166,850,-850,-24244,-33480,9083
325894000,-203,818,-832,-21587,-25984,20091
325913000,-218,765,-799,-18305,-18564,25969
325932000,-187,677,-741,-18183,-17770,14274
325951000,-176,721,-750,-13053,-21465,-3862
325970000,-200,806,-776,-10198,-20030,-8015
325989000,-248,854,-807,-7374,-11923,1603
326008000,-235,752,-757,-8106,-4152,11160
326027000,-245,684,-720,-7801,412,5251
326046000,-184,695,-678,-6595,-1816,-9297
326065000,-206,779,-735,-4549,-2717,-17007
326084000,-247,812,-754,-1938,2274,-12076
326103000,-241,771,-711,-1801,7679,-9297
326122000,-218,719,-682,-1541,11801,-9419
326141000,-165,720,-661,-2366,11221,-15206
326160000,-187,773,-679,-748,10137,-19603
326179000,-186,811,-682,-458,8870,-20488
326198000,-170,802,-687,1190,7694,-21374
326217000,-176,772,-700,732,7221,-21847
326236000,-114,751,-677,-519,4916,-21557
326255000,-147,797,-656,-1435,3083,-18900
326274000,-210,780,-665,-3526,8412,-12656
326293000,-253,719,-686,-6244,12610,-13267
326312000,-308,661,-670,-10320,14732,-24748
326331000,-339,666,-662,-14167,16671,-38091
326350000,-511,807,-764,-15129,28717,-48030
326369000,-695,976,-848,-10519,49603,-49618
326388000,-633,859,-820,-11511,69450,-54717
326407000,-644,687,-782,-16656,86824,-75099
326426000,-556,692,-740,-10717,93557,-108656
326445000,-566,656,-716,-13358,106458,-128839
326464000,-373,570,-678,-21068,111496,-142793
326483000,828,763,-362,-23236,86824,-127725
326502000,796,907,-735,37832,59343,-89603
326521000,-316,1161,-1210,12809,-5923,-3129
326540000,-169,702,-786,-28213,10687,78641
326559000,-129,268,-723,-24610,29251,95847
326578000,-63,454,-487,-23862,-18946,37816
326597000,-147,670,-756,10549,-40030,-610
326616000,-288,865,-913,15175,-28305,28351
326635000,-323,678,-805,11251,-9923,63984
326654000,-247,482,-650,10809,-12213,51129
326673000,-157,517,-583,9526,-33480,18916
326692000,-136,664,-657,9404,-46580,-656
326711000,-118,796,-701,11923,-47832,4427
326730000,-142,905,-740,12992,-44229,21984
326749003,-172,887,-734,13832,-37603,38992
326768000,-215,808,-736,12290,-33221,46564
326787000,-207,710,-717,8564,-30641,43694
326806000,-178,698,-686,1862,-29923,37709
326825000,-141,738,-697,-1923,-28503,33343
326844000,-163,835,-721,-2854,-25801,35145
326863000,-161,852,-738,-5374,-19282,45267
326882000,-181,814,-744,-7725,-9435,55358
326901000,-126,684,-686,-12793,-4503,54229
326920000,-57,617,-660,-18824,-6793,41343
326939000,-72,704,-688,-20900,-11297,29358
326958000,-83,779,-704,-23633,-9969,32167
326977000,-124,819,-763,-27114,-3435,42045
326996002,-117,819,-769,-26366,1816,50610
327015000,-125,812,-739,-27175,4442,51343
327034000,-116,777,-729,-25541,4152,44809
327053000,-97,756,-703,-24198,-167,32824
327072000,-133,829,-742,-18320,-1877,23435
327091000,-150,872,-741,-14366,-213,22778
327110000,-154,901,-752,-8473,4213,26778
327129000,-92,849,-713,-2885,6381,28320
327148000,-65,795,-688,2946,2610,21862
327167000,-86,794,-703,8870,549,17160
327186000,-88,813,-700,12809,-15,14656
327205000,-67,800,-705,17083,-91,13480
327224000,-62,793,-714,19984,1328,15969
327243000,-47,780,-713,21770,3312,18137
327262000,-19,744,-685,23282,3206,15587
327281000,-33,755,-684,25648,809,8167
327300000,-52,796,-709,28824,-106,4000
327319000,-73,824,-740,30580,1038,5358
327338000,-82,803,-741,32992,2870,6854
327357000,-70,770,-737,34992,488,1633
327376000,-98,722,-770,37297,-5236,-10977
327395000,-171,728,-842,41450,-7832,-23541
327414000,-251,775,-903,47648,-3969,-32580
327433000,-281,806,-910,56809,3725,-38534
327452000,-337,761,-908,61786,13648,-45267
327471000,-343,641,-861,63832,25175,-58946
327490000,-364,574,-831,63755,31938,-83664
327509000,-531,645,-902,66198,40091,-115862
327528000,-573,623,-892,63419,56290,-135847
327547000,-561,556,-867,57038,74106,-159190
327566000,-388,488,-747,51877,84854,-186854
327585000,-382,498,-703,40015,89496,-215160
327604000,-358,581,-742,29251,91496,-230763
327623000,644,755,-566,14381,95114,-190580
327642000,1948,1121,-195,82137,-8366,-199465
327661000,-85,1362,-1258,52534,-88137,-101984
327680000,-385,505,-822,-17404,7786,87725
327699000,-296,337,-633,-31557,13969,93587
327718000,-95,259,-656,-21328,-1969,65862
327737000,-29,356,-732,-14305,-24610,28870
327756000,-165,474,-811,-8152,-42625,15343
327775000,-253,600,-927,-4839,-43633,13954
327794000,-213,651,-957,-4580,-39435,32458
327813000,-141,653,-872,-5160,-31801,49877
327832000,-37,565,-777,-8778,-35755,54977
327851000,20,530,-742,-12106,-45038,54320
327870000,1,518,-772,-16778,-51435,60274
327889000,-59,606,-771,-19526,-55618,72045
327908000,-123,642,-776,-23236,-56427,87435
327927000,-142,580,-767,-27038,-55877,100366
327946000,-116,472,-707,-32534,-60442,101618
327965000,-160,425,-691,-40992,-69786,89526
327984000,-252,520,-722,-44900,-77114,69541
328003000,-333,628,-781,-51526,-78061,56015
328022000,-350,731,-850,-52870,-71236,51832
328041000,-321,769,-841,-57160,-61969,55603
328060000,-273,735,-811,-58748,-51679,56916
328079000,-255,766,-827,-55374,-44885,48564
328098000,-255,813,-831,-49786,-42824,41328
328117000,-240,844,-850,-42992,-36503,43572
328136003,-200,814,-824,-36870,-30687,49267
328155000,-148,770,-816,-31709,-30900,51648
328174000,-172,753,-798,-25648,-33877,46900
328193000,-154,765,-762,-18564,-37770,39129
328212000,-177,768,-816,-13526,-36946,36916
328231000,-208,807,-830,-7801,-32793,39267
328250000,-178,789,-791,-2625,-30534,42564
328269000,-185,783,-792,1404,-24641,46778
328288000,-179,793,-762,4152,-20427,49465
328307000,-128,741,-724,5297,-17099,47007
328326000,-116,737,-742,7190,-16045,40106
328345000,-121,801,-742,10549,-15954,34244
328364000,-111,805,-747,11129,-14061,34091
328383000,-64,733,-740,8244,-9755,36076
328402000,-30,694,-729,3877,-8167,36045
328421000,-104,725,-776,3038,-6320,32442
328440000,-198,741,-835,2412,-2641,27541
328459000,-270,772,-927,5465,5389,25297
328478000,-309,758,-944,10076,14916,26687
328497000,-291,719,-903,18839,22381,21496
328516000,-341,700,-853,29343,24854,7450
328535000,-352,619,-814,37282,28564,-9801
328554000,-353,574,-818,43343,26580,-33694
328573000,-404,610,-805,48290,29068,-50870
328592000,-421,628,-803,50137,38274,-58763
328611000,-442,647,-811,51526,48137,-66091
328630000,-480,648,-806,53251,54320,-81114
328649000,-517,642,-851,53618,62244,-101251
328668000,-550,627,-842,56015,68519,-126732
328687000,-581,581,-823,55786,78396,-156824
328706000,-606,592,-788,50641,89022,-191022
328725000,-618,559,-723,39832,105114,-220045
328744000,-558,574,-654,23450,116015,-244748
328763000,-297,496,-576,8488,114045,-268122
328782000,3599,1541,383,7480,14625,-198152
328801000,1434,2826,122,84183,-68106,-179267
328820000,-430,797,-1398,4167,4076,38503
328839000,-400,973,-998,-27541,46091,149908
328858000,-139,347,-673,-21725,34946,143526
328877000,-7,193,-490,-24549,-14183,82916
328896000,-87,369,-715,595,-37511,32992
328915000,-180,570,-865,-2641,-34580,39465
328934000,-142,561,-860,-9511,-34366,50671
328953000,-183,601,-881,-9053,-35847,58045
328972000,-171,585,-840,-12916,-28503,71007
328991000,-77,471,-788,-17068,-30793,68412
329010000,-90,460,-824,-18488,-40274,53206
329029000,-142,530,-857,-20351,-45038,44564
329048000,-185,605,-915,-21129,-42885,45465
329067000,-214,634,-958,-23664,-38412,56274
329086000,-207,701,-968,-21648,-33908,66259
329105000,-125,631,-884,-23129,-32183,72549
329124000,-98,591,-835,-22534,-35709,68519
329143000,-130,610,-820,-18931,-35725,56625
329162000,-115,626,-873,-18656,-36106,50641
329181000,-125,614,-896,-16900,-34290,52167
329200000,-96,594,-888,-17267,-32717,56885
329219000,-118,579,-859,-16961,-31175,58473
329238000,-138,594,-860,-15557,-30091,54534
329257000,-152,606,-899,-11618,-29068,49221
329276001,-146,609,-919,-10854,-26335,46931
329295000,-78,577,-884,-8931,-25358,44748
329314000,-106,645,-911,-6946,-24870,41374
329333000,-163,683,-929,-2305,-21053,41954
329352000,-172,657,-909,-534,-17847,40488
329371000,-166,641,-919,3312,-15755,32748
329390000,-183,665,-919,6854,-13007,24625
329409000,-160,691,-911,9984,-9358,21404
329428000,-201,706,-927,13190,-2748,22580
329447000,-201,681,-888,15893,2793,23282
329466000,-191,654,-874,19160,5694,16717
329485000,-224,670,-903,22885,8229,8519
329504000,-221,664,-903,28045,10259,610
329523000,-252,644,-914,32580,12183,-6396
329542000,-258,621,-893,37221,16900,-11877
329561000,-250,603,-870,42580,18625,-22625
329580000,-288,573,-883,45954,21328,-33893
329599000,-302,526,-891,47343,25709,-46335
329618000,-316,484,-889,46656,33190,-61465
329637000,-279,461,-874,43709,39236,-73557
329656000,-255,484,-888,40793,48061,-84015
329675000,-218,499,-888,35908,52854,-91923
329694000,-243,475,-925,32687,59435,-97572
329713000,-298,440,-915,28152,65725,-108580
329732000,-410,385,-898,22778,71282,-128641
329751000,-551,413,-935,22396,74519,-162687
329770000,-358,430,-841,13923,80671,-179038
329789000,-339,541,-825,9801,87465,-199938
329808000,-214,600,-735,4305,84763,-218992
329827000,-401,542,-825,1786,86946,-236992
329846000,-261,513,-700,-10366,87114,-244610
329865000,507,716,-605,-20122,79404,-213251
329884000,1789,1828,-173,41496,9267,-156595
329903000,2,936,-1332,15603,-21068,-23572
329922000,-394,916,-1058,-17938,15770,79419
329941000,-113,106,-885,-15664,35893,95297
329960000,24,201,-624,-23236,-3709,53648
329979000,25,303,-803,-106,-25923,7664
329998000,-70,383,-868,-2427,-36717,2442
330017000,-112,451,-923,-10473,-37404,18656
330036000,-123,464,-937,-16580,-32061,35847
330055000,-105,454,-905,-21984,-35160,43770
330074000,-86,447,-911,-25511,-40198,43007
330093000,-142,485,-922,-26656,-43083,40473
330112000,-192,471,-941,-28290,-41755,43557
330131000,-186,474,-949,-31236,-37160,53633
330150000,-199,441,-939,-32824,-36076,57175
330169000,-167,411,-880,-34137,-38030,52305
330188000,-210,428,-929,-34412,-37389,47450
330207000,-254,478,-966,-35679,-33862,47969
330226000,-230,459,-929,-34473,-31190,45770
330245000,-243,449,-935,-33465,-29954,38946
330264000,-239,484,-959,-32702,-26625,36061
330283000,-240,520,-966,-30137,-22885,38717
330302000,-229,520,-969,-30564,-15328,49526
330321000,-263,545,-970,-29679,-5984,59541
330340000,-195,500,-928,-25954,-3068,60000
330359000,-125,444,-861,-22824,-8198,42641
330378000,-162,489,-875,-19022,-15847,18854
330397000,-167,595,-908,-13847,-19496,10351
330416001,-191,674,-939,-8961,-15954,13343
330435000,-216,685,-942,-4122,-8259,26946
330454000,-194,620,-899,-2091,-2778,35969
330473000,-104,533,-831,198,-3557,29770
330492000,-111,542,-826,854,-11480,13664
330511000,-149,636,-883,3267,-14045,6641
330530000,-157,678,-893,4931,-12000,11954
330549000,-156,681,-896,6534,-7145,19587
330568000,-106,643,-866,7480,-5374,23923
330587000,-76,593,-829,8854,-6580,19480
330606000,-118,625,-881,9725,-7923,12778
330625000,-150,648,-917,9618,-5465,17480
330644000,-171,657,-934,8916,-870,25435
330663000,-206,644,-935,7908,1221,30839
330682000,-173,607,-916,9618,1801,28167
330701000,-156,554,-901,11465,-610,18625
330720000,-171,555,-936,13954,-1465,7633
330739000,-227,552,-964,15358,1053,-274
330758000,-243,510,-982,16076,6244,-8244
330777000,-297,499,-1023,16687,13908,-17572
330796000,-332,503,-1014,18961,23526,-25755
330815000,-350,493,-981,20916,33862,-36625
330834000,-420,490,-947,23099,43389,-51908
330853000,-499,522,-943,26030,53908,-75328
330872000,-578,575,-893,28488,65083,-99114
330891000,-574,551,-873,26213,80595,-120946
330910000,-493,459,-791,22244,90916,-145862
330929000,-397,385,-645,12763,87099,-184045
330948000,-395,467,-607,6702,81648,-226015
330967000,-544,671,-687,-3221,86091,-241786
330986000,-333,688,-596,-23068,96335,-233893
331005000,802,876,-327,-34580,92015,-196412
331024000,1952,1853,532,15648,-1633,-190839
331043000,-206,1291,-1555,23099,-33221,1404
331062000,-356,1167,-1043,-33450,1664,123664
331081000,-293,349,-836,-24259,21938,150183
331100000,-25,338,-459,-38671,-37358,102183
331119000,-145,346,-619,-4152,-60061,36916
331138000,-219,588,-853,3969,-64427,35374
331157000,-177,571,-818,-8488,-65160,49709
331176000,-179,606,-840,-2931,-68473,47877
331195000,-198,662,-860,-4870,-66290,58717
331214000,-156,580,-824,-6396,-64091,64488
331233000,-138,567,-814,-6717,-68412,57511
331252000,-146,615,-848,-5282,-70488,53053
331271000,-132,632,-862,-4946,-69099,56244
331290000,-196,634,-919,-4732,-63053,62305
331309000,-199,631,-910,-5984,-56244,66748
331328000,-139,565,-871,-6885,-52167,65435
331347000,-146,575,-877,-8030,-48824,61496
331366000,-151,543,-895,-8931,-43251,56519
331385000,-128,550,-892,-9770,-40900,50152
331404000,-188,601,-937,-9358,-33969,50412
331423000,-176,563,-913,-10396,-26961,52213
331442000,-169,550,-897,-10290,-22488,48671
331461000,-175,539,-892,-8610,-19770,44748
331480000,-176,542,-884,-9374,-17648,40213
331499000,-184,593,-905,-7832,-16152,36656
331518000,-178,633,-885,-6916,-13374,37480
331537000,-196,626,-893,-6427,-7022,41847
331556001,-156,611,-862,-5648,-5587,43496
331575000,-104,596,-814,-3755,-9328,33343
331594000,-160,655,-855,76,-12992,21526
331613000,-189,699,-907,3114,-10778,21053
331632000,-197,700,-899,4091,-3557,25587
331651000,-163,715,-885,6198,1038,30061
331670000,-104,678,-832,6259,4137,30183
331689000,-84,641,-820,7862,4519,21893
331708000,-64,627,-836,8351,1847,12763
331727000,-62,651,-859,10091,1877,7740
331746000,-99,679,-899,11389,5328,9145
331765000,-107,629,-907,12045,11038,11648
331784000,-121,589,-932,13496,13603,7770
331803000,-114,557,-951,14396,14824,534
331822000,-137,573,-964,16137,16900,-7435
331841000,-207,615,-1014,17938,23068,-11633
331860000,-229,621,-1003,20916,31740,-11511
331879000,-256,590,-995,23801,38534,-15877
331898000,-336,560,-982,28122,45526,-27022
331917000,-446,501,-961,29648,52931,-42778
331936000,-649,498,-992,31175,65145,-68030
331955000,-697,475,-950,31832,75572,-104488
331974000,-761,478,-897,27984,89618,-137893
331993000,-733,523,-799,24641,108946,-173145
332012000,-682,589,-712,17190,121877,-200305
332031000,-592,534,-650,3603,133267,-220702
332050000,-344,602,-493,-11526,135175,-233160
332069000,746,750,-212,-14152,112351,-218793
332088000,1417,1756,-241,45893,23984,-226000
332107000,-221,1243,-1271,7938,-24916,-19496
332126000,-355,1009,-975,-53725,57221,129709
332145000,-233,342,-965,-33145,61083,150167
332164000,199,204,-288,-55465,-10977,92870
332183000,26,288,-528,-16244,-49847,22778
332202000,-166,552,-877,-76,-56580,5664
332221000,-171,598,-950,-15267,-52335,40503
332240000,-153,557,-842,-13694,-52061,52641
332259000,-148,559,-836,-14641,-53648,56396
332278000,-139,494,-843,-15404,-55648,54000
332297000,-151,491,-869,-15801,-59053,46763
332316000,-139,540,-883,-15801,-60687,44809
332335000,-132,548,-910,-15618,-59496,49480
332354000,-196,562,-930,-15877,-55419,55725
332373000,-176,502,-921,-16106,-53038,57221
332392000,-179,487,-922,-15908,-52106,51664
332411000,-176,523,-951,-15358,-49801,48122
332430000,-158,534,-955,-14137,-47801,47816
332449000,-199,549,-982,-12656,-43832,49984
332468000,-227,548,-999,-10564,-38610,49954
332487000,-189,517,-977,-8229,-35419,45297
332506000,-180,517,-991,-4900,-33297,41160
332525000,-174,496,-966,-3786,-31007,37419
332544000,-155,510,-946,-183,-30122,30916
332563000,-204,557,-986,4656,-26076,28305
332582000,-173,549,-969,6931,-20320,31099
332601000,-164,515,-951,10458,-16793,28549
332620000,-145,495,-913,12152,-16488,23938
332639000,-156,499,-922,14839,-15633,18122
332658000,-135,504,-916,16244,-16335,12549
332677000,-124,493,-938,16198,-16854,10320
332696003,-114,452,-979,16854,-17145,6106
332715000,-135,435,-1021,17206,-16412,580
332734000,-150,462,-1081,19740,-11206,-3251
332753000,-150,454,-1088,21297,-4091,-4916
332772000,-139,466,-1092,23465,870,-6717
332791000,-105,479,-1012,24977,7908,-5572
332810000,-101,470,-991,26137,14396,-3465
332829000,-92,446,-972,26564,16992,-3267
332848000,-88,420,-944,24503,15221,-6488
332867000,-112,419,-975,24015,12885,-9435
332886000,-147,415,-974,22732,12671,-9160
332905000,-191,388,-969,21511,13190,-9984
332924000,-258,377,-981,21908,13694,-16488
332943000,-313,335,-993,21526,13893,-28274
332962000,-411,319,-1048,21389,15954,-46580
332981000,-535,359,-1116,24183,24519,-65847
333000000,-582,383,-1106,26824,34625,-83801
333019000,-649,362,-1091,30320,50717,-105419
333038000,-778,391,-1097,33083,65969,-131206
333057000,-837,250,-980,29847,79083,-165435
333076000,-792,352,-853,23648,86335,-216442
333095000,-546,499,-714,14152,85893,-242946
333114001,-412,572,-658,2625,92335,-255908
333133000,336,693,-382,-2687,69129,-256351
333152000,2503,724,-278,77053,-63175,-259374
333171000,-266,1313,-1819,54290,-57450,-67114
333190000,-339,767,-906,-57099,3389,116137
333209000,-302,243,-970,-40305,8488,146824
333228000,-31,158,-579,-58305,-30198,85068
333247000,-273,214,-817,-31053,-68412,35450
333266000,-289,492,-1010,-21893,-51786,33389
333285000,-260,518,-1039,-36000,-42885,71068
333304000,-270,462,-994,-31862,-42259,72625
333323000,-302,474,-999,-33633,-42305,76625
333342000,-276,375,-939,-36106,-43862,69984
333361000,-259,377,-916,-37419,-49022,56534
333380000,-257,460,-978,-36442,-50183,55603
333399000,-271,505,-1001,-35129,-44519,65755
333418000,-320,481,-979,-33709,-38320,77343
333437000,-286,454,-933,-32748,-34351,81572
333456000,-261,427,-900,-30290,-34183,74931
333475001,-236,419,-877,-27633,-37862,63496
333494000,-261,443,-876,-25251,-39480,57038
333513000,-301,459,-861,-22458,-38045,53404
333532000,-293,476,-826,-22916,-36580,52488
333551000,-300,486,-845,-22045,-33129,52824
333570000,-229,491,-820,-20900,-32778,51435
333589000,-184,503,-804,-20854,-35099,48916
333608000,-198,597,-846,-18458,-35862,46351
333627000,-186,632,-858,-16519,-35129,47923
333646000,-140,647,-872,-14885,-36687,47633
333665000,-122,656,-882,-11450,-38244,46137
333684000,-83,686,-897,-7755,-39908,46045
333703000,-152,716,-957,-3862,-38213,50213
333722000,-124,718,-964,-458,-35022,57282
333741000,-140,677,-971,3847,-31923,61511
333760000,-189,656,-1001,8091,-27694,62458
333779000,-202,641,-1012,12610,-20778,65068
333798000,-201,599,-990,16809,-13908,66839
333817000,-201,550,-962,19847,-8854,63160
333836000,-180,528,-946,22458,-5465,58106
333855000,-229,493,-935,23022,-839,53587
333874000,-232,495,-920,24381,3541,46854
333893000,-249,530,-916,25404,8458,39984
333912000,-225,528,-917,26396,12793,34839
333931000,-195,499,-868,27938,12259,22213
333950000,-263,516,-903,30167,11038,5847
333969000,-341,546,-950,32259,15389,-5419
333988000,-356,544,-946,31893,22076,-12961
334007000,-349,534,-934,32351,29221,-23862
334026000,-337,526,-886,32076,32305,-37755
334045000,-356,538,-899,32122,37893,-53435
334064000,-385,546,-855,30977,43099,-66076
334083000,-468,571,-841,30580,53465,-81725
334102000,-535,620,-853,30916,63129,-98656
334121000,-573,602,-838,30793,76824,-118931
334140000,-398,530,-705,25496,76458,-150137
334159000,-493,673,-741,31511,71633,-189419
334178000,-482,719,-742,26259,76000,-213206
334197000,-414,660,-716,16137,82259,-217771
334216000,243,847,-757,-3847,87862,-162458
334235000,3406,218,763,49236,-50213,-157022
334254000,-235,1987,-1286,64656,-153755,-179725
334273000,-354,883,-1540,-28946,11419,74274
334292000,-197,357,-977,-31587,28335,126931
334311000,58,16,-360,-42702,-5541,48702
334330000,29,345,-526,-13465,-51053,17175
334349000,-234,326,-992,-8763,-45053,-900
334368000,-234,372,-915,-20519,-43618,20519
334387000,-200,338,-852,-21480,-43954,15419
334406000,-277,477,-967,-20549,-42229,9282
334425000,-257,541,-1052,-22229,-34015,20977
334444000,-212,566,-1005,-22870,-21816,37175
334463000,-159,460,-953,-22717,-15511,42335
334482000,-141,445,-902,-22045,-17755,33267
334501000,-196,490,-931,-18458,-20656,23022
334520000,-255,537,-951,-15374,-16091,22458
334539000,-268,540,-956,-14427,-9648,27770
334558000,-239,532,-915,-13312,-4564,31389
334577000,-198,523,-874,-12290,-3862,31083
334596000,-144,513,-826,-11893,-5908,27282
334615000,-139,541,-837,-11374,-8458,23312
334634000,-139,523,-837,-12793,-12748,21297
334653000,-159,542,-851,-15145,-15129,21633
334672000,-127,548,-850,-18870,-17206,22183
334691000,-125,609,-844,-19374,-19480,22778
334710000,-108,628,-866,-21221,-16610,28381
334729000,-62,574,-875,-23862,-17816,31511
334748000,-85,564,-896,-25603,-21068,26916
334767000,-92,575,-901,-26351,-24396,21419
334786000,-149,646,-959,-26106,-22595,20549
334805000,-208,674,-1009,-23893,-13465,26992
334824000,-156,643,-959,-25419,-5450,35312
334843000,-125,590,-945,-21587,-2580,31541
334862000,-165,606,-945,-17633,-3389,22610
334881000,-245,628,-973,-13664,-1404,17984
334900000,-308,682,-1000,-6503,6778,18274
334919000,-294,650,-969,-2488,13786,21755
334938000,-264,609,-941,3099,17358,19404
334957000,-341,636,-934,12442,19893,9374
334976001,-389,667,-911,20702,21832,1114
334995000,-367,603,-894,27557,26610,-7190
335014000,-355,588,-864,34213,28122,-22030
335033000,-361,559,-781,36824,30076,-37954
335052000,-388,588,-823,37755,37007,-52167
335071000,-401,568,-810,37267,40320,-64458
335090000,-543,608,-850,37694,50198,-77755
335109000,-567,606,-864,37160,61343,-87938
335128000,-547,498,-767,33465,65007,-110396
335147000,-513,456,-746,29419,68290,-147145
335166000,-470,445,-750,25801,66778,-188824
335185000,-368,537,-730,20870,58290,-217725
335204000,-478,592,-858,9312,72305,-213786
335223000,-242,450,-806,-6641,84717,-201801
335242000,728,439,-549,-17877,58335,-198396
335261000,1968,908,64,25587,-83068,-202656
335280000,8,1598,-1299,37648,-64030,-59969
335299000,-386,972,-971,-22076,16000,76778
335318000,-332,135,-1647,-26488,61404,85480
335337000,42,287,173,-26870,-66778,44931
335356000,-110,316,-844,-1832,-17083,26885
335375000,-221,410,-1213,-1938,-2167,45725
335394000,-217,380,-831,1022,-28488,39145
335413000,-231,439,-865,4549,-34259,34610
335432000,-196,428,-968,5770,-28793,42320
335451000,-163,388,-929,6213,-31893,48488
335470000,-185,359,-870,4320,-38656,48381
335489000,-263,387,-885,2793,-41038,48091
335508000,-312,435,-914,854,-39816,49053
335527000,-287,407,-921,-580,-38320,50045
335546000,-250,397,-880,-1267,-39572,45404
335565000,-259,400,-886,-1236,-40259,39740
335584000,-292,404,-897,-1603,-38625,35801
335603000,-261,390,-880,-3648,-36488,31022
335622000,-272,444,-901,-2656,-33938,29526
335641000,-241,442,-899,-4427,-30931,34030
335660000,-235,433,-900,-5312,-27633,38503
335679000,-248,430,-921,-6977,-27587,44106
335698000,-249,429,-944,-7618,-28427,47282
335717000,-251,425,-931,-7923,-31572,49389
335736000,-200,429,-895,-7908,-36717,50977
335755000,-190,433,-877,-7938,-43282,51190
335774000,-233,482,-885,-5389,-47526,50763
335793000,-289,509,-907,-4595,-48198,52351
335812000,-334,513,-954,-2885,-45725,52503
335831000,-308,468,-957,-4274,-45206,50351
335850000,-311,427,-1021,-2320,-45114,44015
335869001,-392,465,-1053,503,-41908,34809
335888000,-436,541,-1039,7068,-31755,28427
335907000,-388,486,-1039,10885,-20610,26534
335926000,-369,436,-1055,14748,-11312,21190
335945000,-370,399,-1023,17343,-7664,9557
335964000,-465,431,-1063,20473,-488,-1114
335983000,-476,459,-1058,22610,9114,-4061
336002000,-538,464,-1063,25374,22641,-5053
336021000,-488,453,-1036,27648,31572,-6992
336040000,-446,421,-963,28778,31877,-14671
336059000,-433,392,-937,29572,32335,-27740
336078000,-452,353,-932,28259,29908,-43541
336097000,-479,342,-945,26183,36076,-54335
336116000,-531,334,-955,21099,41679,-63251
336135000,-528,300,-928,14198,48580,-73801
336154000,-528,265,-923,6244,52763,-87251
336173000,-527,268,-919,-1389,58213,-101312
336192000,-590,332,-929,-7251,65801,-116519
336211000,-603,367,-892,-13053,71893,-130427
336230000,-668,437,-926,-17251,86351,-140488
336249000,-556,421,-856,-26198,101786,-150320
336268000,-588,387,-795,-33480,105282,-167343
336287000,-488,372,-684,-41832,103129,-200183
336306000,-413,390,-652,-49511,96290,-231938
336325000,711,657,-383,-53816,70610,-242167
336344000,1874,1880,75,-15816,6122,-219190
336363001,-273,1270,-1371,11435,-54748,-32732
336382000,-745,1077,-1390,-35022,51557,116549
336401000,-283,67,-393,-25938,-1068,151664
336420000,157,3,222,-50793,641,81923
336439000,-111,285,-1276,-11145,-8061,21969
336458000,-233,385,-1079,1022,-59587,17022
336477000,-259,447,-686,-15053,-43847,52946
336496000,-288,354,-918,-18534,-25786,58458
336515000,-214,388,-957,-21251,-42870,52778
336534000,-168,408,-797,-21190,-53328,52977
336553000,-201,446,-856,-20671,-49541,53175
336572000,-246,492,-965,-19389,-49526,53709
336591000,-252,493,-910,-19358,-49984,59801
336610000,-220,499,-888,-19374,-46320,66564
336629000,-223,500,-936,-18351,-44106,72580
336648000,-210,496,-941,-15770,-43877,77007
336667000,-210,498,-923,-13251,-43755,77282
336686000,-212,488,-962,-11221,-43007,74305
336705000,-226,469,-964,-9129,-44305,69175
