# IKS01A3 
 
time[us],acc_x[mg],acc_y[mg],acc_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps]
210735000,317,315,920,6549,-4030,-7801
210754000,324,319,935,10335,-9343,-13557
210773000,270,352,854,10748,-8564,-9374
210792000,298,385,864,10229,-5435,30
210811000,285,378,883,11679,-4778,-809
210830000,281,345,844,13465,-6000,-6244
210849000,256,346,806,10671,-3816,-4183
210868000,238,431,824,11099,-1389,-4305
210887000,262,424,833,11221,4961,1251
210906000,300,392,818,12396,6702,-656
210925000,318,393,829,13221,6061,-6732
210944000,323,422,843,12198,6183,-8229
210963000,295,441,824,10931,9267,-5282
210982000,287,502,855,11832,10183,-5389
211001000,329,511,892,11908,10854,-3587
211020000,354,481,856,12763,11587,-8839
211039000,377,471,822,13206,11435,-10656
211058000,315,480,856,13572,12381,-13129
211077000,341,500,878,16564,10580,-14870
211096000,309,488,836,16870,11511,-14641
211115000,245,388,881,18290,11358,-18839
211134000,145,295,757,12366,13007,-7770
211153000,232,487,836,15725,6152,-9877
211172000,301,489,797,17251,4534,-7709
211191000,268,361,845,17236,-473,-15389
211210000,197,441,820,17755,-7954,-28580
211229000,101,583,702,17786,-5496,-32427
211248000,169,606,743,14137,-1633,-24412
211267000,173,539,739,10763,-2763,-26503
211286000,200,516,790,8763,-2198,-29557
211305000,175,523,810,7374,-1374,-27664
211324000,255,503,752,7160,-2946,-27022
211343000,280,533,737,5419,-2839,-21190
211362000,168,509,760,3587,-885,-14625
211381000,242,504,848,2870,-1022,-15007
211400000,285,475,741,-381,-2641,-16870
211419000,269,563,886,-458,-5145,-13557
211438000,267,515,733,-1938,-1572,-6916
211457000,326,541,894,-2458,-2152,-3206
211476000,264,470,748,-5099,-7801,-14458
211495000,358,583,924,-3618,-10305,-12198
211514000,124,604,739,-4946,-2549,-2854
211533000,197,482,709,-3007,-4946,-6274
211552000,497,534,920,-1648,-14900,-5755
211571000,304,604,780,-5740,-5221,4931
211590000,18,540,695,-6900,2015,4641
211609000,66,479,585,-6198,-5099,-7694
211628000,401,529,803,-8122,-21129,-13725
211647000,565,569,940,-10137,-27938,-10488
211666000,650,558,1000,-10198,-32839,-5587
211685000,715,526,1024,-12458,-34427,-5694
211704000,477,512,972,-12900,-33679,-8229
211723000,391,548,858,-13557,-26412,-5618
211742000,218,507,773,-15404,-19816,-4259
211761000,82,530,722,-15190,-12763,-2916
211780000,46,509,740,-18854,-6412,-1618
211799000,72,479,754,-21374,-6000,-5572
211818000,368,410,890,-25526,-14412,-1114
211837000,328,590,913,-19923,-20625,-12396
211856000,304,562,896,-24000,-14061,-2045
211875000,253,508,885,-23648,-14702,274
211894000,170,478,772,-21099,-15251,-9618
211913001,98,502,744,-18732,-12473,-14137
211932000,174,481,700,-18641,-10244,-8610
211951000,349,521,819,-18564,-12427,-4977
211970000,363,495,873,-18824,-18061,3068
211989000,356,445,842,-16793,-24946,1557
212008000,190,451,758,-15038,-19496,-2916
212027001,153,393,637,-16000,-14595,-7465
212046000,199,441,683,-19633,-14900,-1755
212065000,313,399,878,-20854,-23389,4442
212084000,315,318,838,-22702,-25847,7236
212103000,189,371,884,-23984,-20625,7603
212122000,243,292,847,-24000,-22549,6427
212141000,232,316,858,-25129,-25480,5175
212160000,254,337,1022,-23694,-32488,-1938
212179000,220,397,950,-23603,-33175,-9175
212198000,348,460,1102,-23022,-30045,-2900
212217000,191,410,932,-21694,-24977,-351
212236000,309,436,996,-18076,-32305,-1633
212255000,429,543,956,-16458,-26839,1022
212274000,290,414,853,-18351,-29022,7511
212293000,270,431,964,-15221,-24625,-7099
212312000,303,462,892,-14610,-23389,-14458
212331000,359,431,885,-10961,-24870,-18000
212350000,342,383,945,-4961,-30625,-20213
212369000,350,339,901,-1083,-30366,-26106
212388000,325,368,776,839,-29221,-24335
212407000,355,340,814,5175,-27328,-16885
212426000,425,364,867,8793,-30351,-19572
212445000,368,338,805,6870,-28916,-22961
212464000,361,383,856,6549,-27740,-21282
212483000,396,395,817,7526,-29099,-16717
212502000,473,329,821,8473,-27587,-13190
212521000,413,424,786,8534,-27664,-17969
212540000,471,406,864,2564,-22809,-10213
212559000,442,351,829,-4061,-20473,-6946
212578000,489,389,878,-5954,-22091,-12656
212597000,407,464,969,-5648,-23267,-10900
212616000,326,502,972,-2656,-22702,-580
212635000,349,493,954,0,-21633,900
212654000,438,437,859,-534,-25450,-6809
212673000,434,534,907,809,-25664,-12534
212692004,410,564,865,-534,-19847,-11450
212711000,339,576,819,-2763,-8427,-7007
212730000,288,503,778,-4488,-5267,-4809
212749000,273,453,742,-1541,-7297,-9129
212768000,286,467,768,3465,-6931,-13465
212787000,218,427,732,1343,-2427,-6854
212806000,209,421,680,2030,-1343,-7770
212825000,212,454,714,778,3954,106
212844000,290,451,728,3358,2931,1022
212863000,262,409,705,4961,5755,2809
212882000,256,443,766,6076,6931,6412
212901000,247,479,762,6687,8748,9709
212920000,349,495,809,7480,7984,10580
212939000,335,392,747,5618,8412,8167
212958000,383,450,843,3877,6320,2412
212977000,305,499,848,3328,7954,2381
212996000,339,474,867,2671,8885,1389
213015000,402,492,867,3526,6916,244
213034000,354,466,819,4381,9236,1282
213053000,354,483,791,3526,9236,2076
213072000,311,510,776,3435,10671,5465
213091000,321,502,806,4748,10473,7557
213110000,315,512,855,7190,10656,10961
213129000,360,447,816,8366,8610,11465
213148000,310,473,732,7572,9022,8671
213167002,281,519,854,8992,10458,8885
213186000,409,436,845,7450,8549,10488
213205000,314,484,796,6931,12900,10534
213224000,358,434,918,10396,12137,11770
213243000,297,453,729,8870,15251,9770
213262000,423,440,882,8152,13053,13984
213281000,247,468,793,7450,16519,11007
213300000,347,436,678,8229,13740,6732
213319000,387,521,869,5923,13114,11022
213338000,291,546,769,10427,14473,7770
213357000,333,503,777,11664,8916,6519
213376000,476,541,857,9099,-320,6320
213395000,372,608,846,8854,5541,5755
213414000,290,575,721,11450,7343,2076
213433000,365,585,755,11633,1740,-3007
213452000,439,539,795,8519,-1465,-1648
213471000,324,544,826,7358,6229,809
213490000,219,560,705,9129,10259,-7603
213509000,197,574,667,8366,8717,-10091
213528000,208,528,735,5435,9206,-5297
213547000,339,529,693,6824,1923,-5465
213566000,318,525,764,3969,5389,2641
213585000,336,483,762,2931,9603,2656
213604000,314,554,864,4763,4442,1374
213623000,240,542,783,3603,11770,9633
213642000,291,567,749,4961,12900,10763
213661000,300,521,701,3435,17847,10793
213680000,270,512,676,3969,21496,10213
213699000,223,562,665,3679,26717,16809
213718000,311,514,730,5740,24183,19923
213737000,284,542,727,4885,24335,28351
213756000,318,458,806,6885,21923,28396
213775000,285,470,747,8748,20396,23496
213794000,254,531,705,10503,23206,18213
213813000,309,511,787,10549,22381,19175
213832000,320,468,800,9465,17587,20244
213851000,381,432,909,7297,10977,21755
213870000,330,490,881,7511,11099,14076
213889000,252,518,824,8427,17175,12763
213908000,261,532,814,8412,23251,12458
213927000,292,480,867,4152,25312,15282
213946000,346,453,910,2305,17343,11145
213965000,355,482,840,-1099,17648,13022
213984000,254,552,733,-977,22793,6427
214003000,229,526,847,-473,23862,9496
214022000,221,520,694,1725,25847,7954
214041000,262,471,750,1603,23221,12961
214060000,290,476,774,3801,16229,7343
214079000,226,525,801,5725,17328,6717
214098000,225,527,719,8244,18977,7954
214117000,239,502,828,7572,19679,10839
214136000,277,485,819,8809,16732,6793
214155000,275,483,837,9541,17206,5480
214174000,196,522,753,9022,16412,732
214193000,239,486,934,6564,15511,3175
214212000,243,498,804,5297,17954,4061
214231000,289,460,851,5038,20595,3664
214250000,250,498,746,5297,18473,-885
214269000,217,510,824,1099,21175,3221
214288000,214,512,786,-854,20335,-106
214307000,260,494,817,-1572,21694,5541
214326000,247,471,757,-2458,23740,8763
214345000,253,462,854,-1053,24320,11343
214364000,229,516,827,-3419,26641,13618
214383000,325,454,885,-5557,27114,18183
214402000,294,476,780,-6641,25022,17312
214421000,253,487,796,-7083,30381,20320
214440000,222,499,717,-6458,34290,18122
214459000,254,494,858,-4000,33908,23664
214478000,296,491,820,-5099,35022,23679
214497000,340,474,942,-3816,32213,25816
214516000,319,445,831,-4259,29709,25358
214535000,279,456,918,-4167,29755,27633
214554000,261,425,868,-2961,28900,21389
214573000,187,470,854,-2610,28412,17465
214592000,246,442,913,-1496,28076,17786
214611000,269,443,871,-458,26442,18381
214630000,237,455,898,-137,24259,19557
214649000,297,417,913,2427,21114,15297
214668000,306,511,887,4015,24259,17664
214687000,274,487,977,6335,23160,21282
214706000,309,447,780,6091,26259,18244
214725000,245,581,896,7343,28809,21572
214744000,202,545,934,8549,24366,18244
214763000,19,597,684,10839,31633,15496
214782000,4,512,633,10320,31709,17389
214801000,131,444,854,11572,20809,12259
214820000,223,462,836,12244,19893,12213
214839000,259,512,1055,12671,14916,14000
214858000,82,557,815,12595,16717,7786
214877000,7,564,696,7587,16381,4351
214896000,166,463,825,4213,5206,3816
214915000,242,473,998,7969,3984,7343
214934000,138,506,806,6931,7404,7206
214953000,170,464,856,4671,1083,4916
214972000,174,506,881,6412,-1038,1801
214991000,259,485,818,2152,-1847,5618
215010000,241,518,886,839,-2259,6137
215029000,229,471,775,-2534,-3236,6106
215048000,199,542,885,-2015,-2916,6488
215067000,233,471,916,-3770,-6687,7221
215086000,166,465,822,-3755,-4137,3587
215105000,122,544,863,-3038,-931,6595
215124000,179,479,832,-4473,15,4305
215143000,149,507,812,-5984,1404,1725
215162000,132,506,827,-6519,2839,2152
215181000,124,511,854,-5450,2427,183
215200000,126,510,817,-4656,2519,641
215219000,144,484,803,-6839,2809,-106
215238000,156,505,822,-6473,1236,-4564
215257000,175,503,833,-7282,1267,-4030
215276000,162,486,834,-8641,519,-4824
215295000,136,470,831,-9923,-183,-8091
215314000,145,493,836,-11618,1496,-6885
215333000,178,452,869,-14183,5160,-3480
215352000,157,427,890,-13175,4549,-8274
215371000,136,438,852,-13236,1557,-9847
215390000,137,444,869,-14732,763,-9053
215409000,59,468,889,-13160,-580,-10961
215428000,172,422,938,-14717,-8137,-13083
215447000,111,395,881,-15145,-9328,-15755
215466000,109,469,895,-14320,-15618,-17587
215485000,173,405,854,-16519,-18320,-17206
215504000,195,409,877,-17862,-21328,-20656
215523000,193,518,1016,-14732,-25450,-21358
215542000,175,438,926,-16534,-30564,-23190
215561000,175,419,879,-15587,-37083,-29343
215580000,173,543,1034,-11572,-38244,-26595
215599000,260,421,857,-12625,-45526,-27572
215618000,95,481,835,-9969,-44748,-25374
215637000,264,400,954,-8732,-51160,-22076
215656000,169,479,925,-4091,-49541,-18610
215675000,192,415,949,152,-54305,-22167
215694001,225,415,983,2213,-61297,-24396
215713000,68,417,881,2549,-57328,-25633
215732000,190,458,937,3709,-63877,-25114
215751000,150,487,889,6122,-59328,-23267
215770000,208,533,1009,12259,-60961,-27847
215789000,308,565,1096,20381,-69618,-32961
215808000,249,598,968,32213,-71465,-46625
215827000,320,665,1053,42351,-80763,-63175
215846000,210,466,870,46015,-74839,-57282
215865000,371,514,852,43755,-73832,-46473
215884000,199,485,810,44320,-70198,-44732
215903000,291,475,886,45496,-73755,-40167
215922000,269,404,900,46458,-77450,-35572
215941000,280,424,822,44458,-77984,-37068
215960000,223,440,765,46213,-77068,-36916
215979000,201,437,754,43694,-75312,-33053
215998000,268,381,751,38213,-75221,-29648
216017000,332,372,744,36885,-79587,-36854
216036000,259,490,666,35557,-82763,-37755
216055000,246,537,632,26106,-78549,-32610
216074000,289,591,672,17267,-76458,-33969
216093000,302,649,683,13190,-79618,-42839
216112002,291,636,652,9893,-82763,-50030
216131000,276,617,622,5648,-84793,-57908
216150000,249,662,584,2854,-86030,-67893
216169000,250,763,555,-641,-85465,-70641
216188000,281,842,512,-3740,-81679,-68671
216207000,278,848,465,-5877,-76717,-66519
216226000,320,829,447,-5938,-75083,-68473
216245000,311,808,413,-5679,-73068,-73328
216264000,284,855,377,-5954,-72732,-72274
216283000,259,899,315,-9129,-67603,-58458
216302000,309,902,262,-13847,-57038,-42167
216321000,336,928,278,-12885,-51175,-34564
216340000,297,929,258,-9206,-44961,-34381
216359000,277,899,246,-6549,-39328,-32427
216378000,260,882,208,-5450,-34076,-28977
216397000,257,909,196,-3954,-27099,-21954
216416001,254,868,158,-3572,-16992,-14595
216435000,252,855,157,-3236,-6824,-13160
216454000,229,895,189,-2671,2687,-11145
216473000,219,905,224,-3908,14229,-2244
216492000,264,909,308,-7251,21908,10000
216511000,300,898,394,-8671,28381,18061
216530000,314,854,435,-8931,31770,19114
216549000,286,834,444,-8671,35190,18503
216568000,295,786,468,-11618,35923,26687
216587000,432,794,581,-14320,34045,30625
216606000,409,768,590,-20244,28625,43618
216625000,552,599,637,-23190,33740,29328
216644000,338,650,582,-18519,21511,-1175
216663000,282,807,572,-18778,18717,-519
216682000,354,552,644,-29984,19389,17190
216701000,494,340,756,-42595,15282,4641
216720000,445,330,706,-51190,5526,-24442
216739000,295,638,675,-51725,-305,-37587
216758000,178,870,689,-48748,5480,-27419
216777000,247,877,689,-45755,14030,-11343
216796000,357,963,702,-34366,7541,-5740
216815000,407,933,676,-27893,5908,-2122
216834005,452,858,691,-19328,3236,-12259
216853000,352,850,616,-12305,-3786,-20122
216872000,268,842,518,-12396,-961,-12274
216891000,284,764,520,-13832,2259,-4045
216910000,256,696,561,-14854,4870,-6167
216929000,255,697,659,-14458,4061,-15450
216948000,182,778,696,-10885,2015,-17328
216967000,56,770,659,-8458,6732,-16671
216986000,201,685,647,-10977,12946,-10442
217005000,382,622,635,-10778,10061,-13618
217024000,372,662,604,-9816,3618,-21816
217043000,223,734,553,-12595,3786,-22152
217062000,235,818,531,-16335,13435,-8519
217081000,354,811,598,-18610,21312,2274
217100000,378,735,685,-18000,19526,1511
217119000,240,605,659,-21068,19282,4793
217138000,182,656,602,-27038,23908,14854
217157000,217,739,579,-31832,29419,36900
217176000,250,602,609,-37694,36473,56793
217195000,372,591,780,-43038,27511,58946
217214000,239,666,696,-46687,36793,66641
217233000,283,615,669,-49984,42412,78839
217252000,384,609,745,-48412,37160,73480
217271000,348,644,799,-46320,33404,61923
217290000,381,649,832,-43740,32167,56076
217309000,264,660,814,-39083,35603,43129
217328000,321,602,820,-39526,38977,48763
217347000,311,572,766,-40167,40992,44396
217366000,290,575,758,-39664,37893,46595
217385000,281,507,770,-43160,41450,49480
217404000,278,398,792,-44580,40534,45786
217423000,333,455,794,-44625,38732,43206
217442000,321,412,826,-45603,45175,48091
217461000,379,466,858,-38931,41969,49083
217480000,329,510,818,-39038,41984,53862
217499000,412,497,922,-37526,42671,63083
217518000,455,525,898,-37190,38198,66793
217537000,412,493,964,-36549,36335,67480
217556000,427,451,925,-34244,30458,64427
217575000,245,441,924,-33267,30793,65847
217594000,162,385,851,-31221,34961,67312
217613000,104,340,785,-28931,37557,65603
217632000,144,368,898,-24274,35236,66641
217651000,147,342,893,-23175,31526,62396
217670000,78,352,1010,-19099,23770,63465
217689000,43,326,908,-15511,21557,60671
217708000,46,378,868,-11190,21312,54870
217727000,67,373,938,-4412,16916,62473
217746000,230,365,975,-3572,5267,57908
217765000,85,435,907,-1053,3816,56687
217784000,171,480,795,3129,6198,63374
217803000,161,455,855,5572,6778,67832
217822000,225,461,944,9267,-2000,72320
217841000,246,442,839,10458,-9984,70961
217860000,139,454,853,13312,-10229,72977
217879000,201,402,921,16488,-9175,74564
217898000,213,369,948,16412,-17862,72442
217917000,189,396,906,16793,-18198,71267
217936000,134,392,821,16320,-14824,71160
217955000,206,374,986,16656,-17862,71022
217974001,243,347,939,16198,-21068,70992
217993000,212,375,904,12580,-20900,68488
218012000,171,378,893,12213,-17740,65358
218031000,201,353,939,12290,-16458,70015
218050000,197,338,920,13083,-18137,65954
218069000,166,356,853,12839,-17786,60259
218088000,161,364,895,13038,-17938,63297
218107000,208,364,934,13709,-19816,65694
218126000,186,329,931,18763,-16595,67770
218145000,218,317,873,18732,-12290,65526
218164000,164,312,881,17236,-12977,63832
218183000,166,365,927,17664,-8702,67816
218202000,162,300,937,19038,-7206,71480
218221000,245,276,988,20396,-7022,67343
218240000,222,295,916,20549,-6534,67954
218259000,311,252,1031,20427,-2977,70549
218278000,289,270,977,21114,3206,70946
218297000,200,369,1022,23862,7664,71160
218316000,173,216,1007,22564,9679,71160
218335000,254,206,1073,30687,-1557,60137
218354000,189,331,1065,34488,1221,59984
218373000,249,304,1084,40961,-2717,56977
218392000,242,267,1127,45022,-1801,57572
218411000,339,271,1187,54229,-11450,48396
218430000,319,282,1123,61969,-20351,41664
218449000,293,313,1096,72106,-27450,34748
218468000,310,297,1133,78091,-37740,18824
218487000,323,243,1059,79679,-39297,-3221
218506000,258,220,997,80274,-44290,-32137
218525000,173,250,871,74167,-43145,-45847
218544000,189,257,816,66305,-40183,-50167
218563000,171,290,743,58595,-36763,-60916
218582000,178,389,624,46610,-30534,-61862
218601000,251,554,625,35709,-24045,-57679
218620000,398,635,700,32488,-27297,-55160
218639000,519,572,756,31541,-34244,-63541
218658000,580,504,797,31786,-47587,-84870
218677000,500,629,744,37801,-64045,-96809
218696000,447,718,665,35358,-72320,-91358
218715000,436,618,628,26946,-71557,-81022
218734000,433,554,620,20030,-74122,-88809
218753000,397,612,587,19908,-76854,-102702
218772000,335,756,531,21832,-72717,-104091
218791000,346,830,492,17053,-64061,-91022
218810000,318,904,462,15389,-57740,-71053
218829000,337,875,410,13740,-47801,-52061
218848000,375,816,391,11480,-42167,-40580
218867000,328,762,331,10503,-36778,-36381
218886000,406,815,351,11755,-34656,-37847
218905000,418,897,399,12366,-31328,-34290
218924000,381,898,398,13496,-26656,-28916
218943000,374,869,388,12320,-25725,-19480
218962000,332,845,354,10458,-23267,-12381
218981000,330,821,351,5358,-20687,-1099
219000000,411,816,396,1877,-20671,6564
219019000,437,870,432,-473,-25389,13404
219038000,461,848,505,-5374,-24580,15938
219057000,451,781,503,-10167,-30748,13053
219076000,440,715,503,-16000,-35725,5053
219095000,433,711,509,-20167,-39908,-1083
219114002,401,708,476,-25465,-39923,-5251
219133000,413,690,491,-31511,-39603,-7603
219152000,442,662,464,-38122,-37618,-11114
219171000,469,678,447,-44183,-38519,-11450
219190000,463,698,447,-50244,-35816,-10824
219209000,491,651,412,-56534,-29709,-11404
219228000,507,638,454,-62458,-28152,-19725
219247000,478,664,471,-66534,-25847,-26305
219266000,455,720,482,-69862,-20839,-24152
219285000,469,703,515,-71206,-14763,-21511
219304000,510,636,575,-73190,-9755,-20488
219323000,527,611,602,-74656,-7969,-23358
219342000,539,613,623,-74702,-7038,-29389
219361000,522,620,638,-71908,-6763,-36564
219380000,489,640,624,-70381,-8045,-33053
219399000,436,599,614,-69267,-4061,-24458
219418000,472,539,666,-66916,-3786,-22152
219437000,482,540,693,-63557,-6076,-32732
219456000,487,514,652,-60427,-4229,-48137
219475000,448,503,600,-60732,-5480,-55022
219494000,413,513,557,-63618,-5725,-47908
219513000,414,473,551,-67847,-580,-39435
219532000,478,452,588,-69022,-290,-45572
219551000,498,466,638,-69541,-1984,-59282
219570000,486,466,669,-70717,-3358,-71297
219589000,507,463,713,-69221,-7129,-78381
219608000,447,482,713,-66671,-6732,-77206
219627000,366,444,715,-65862,-778,-70305
219646000,333,465,784,-63160,-122,-62091
219665000,346,508,839,-59404,-2122,-50717
219684000,406,489,879,-58931,-2885,-36473
219703000,394,473,885,-55389,-4961,-31832
219722000,360,433,851,-52244,-4427,-35603
219741000,314,418,831,-47389,-2916,-45664
219760000,290,438,860,-42824,-3862,-55648
219779002,303,478,846,-37801,-3068,-57725
219798000,304,535,844,-33221,-1816,-46824
219817000,285,554,818,-29770,1587,-25923
219836000,311,497,797,-25160,6595,-15206
219855000,317,488,826,-17618,7022,-15099
219874000,337,479,815,-11251,8061,-18381
219893000,344,485,798,-6198,5847,-16931
219912000,364,484,789,-1557,4549,-15190
219931000,365,473,778,1709,1908,-14396
219950000,341,479,763,4229,-45,-14274
219969000,355,470,785,5893,-1526,-15221
219988000,337,508,821,9328,-4778,-18015
220007000,323,540,831,14763,-7984,-19648
220026000,296,596,826,20000,-11816,-15267
220045000,272,587,800,25099,-11984,-8320
220064000,259,559,778,28412,-12854,-5832
220083000,258,547,763,31328,-13893,-6732
220102000,255,539,800,35358,-16229,-11954
220121000,231,545,816,37603,-19725,-15114
220140000,207,552,824,38381,-22687,-16763
220159000,209,590,835,38229,-25496,-16259
220178000,186,648,818,38351,-28625,-9832
220197000,184,677,806,38763,-27389,-2717
220216000,205,654,795,39923,-24625,-2564
220235000,226,621,777,42824,-22641,-11465
220254002,230,607,750,44000,-21664,-21801
220273000,246,608,727,42916,-20198,-25786
220292000,270,652,707,42778,-19557,-23557
220311000,270,673,693,42534,-17587,-18396
220330000,260,665,676,41725,-14122,-12458
220349000,283,666,681,41083,-12732,-9923
220368000,294,670,662,40656,-12274,-9877
220387000,328,693,654,38488,-11618,-8442
220406000,344,688,660,35648,-11022,-5770
220425000,319,709,656,32656,-11343,-3251
220444000,301,692,624,29068,-8091,-3221
220463000,323,697,625,25404,-8152,-4106
220482000,326,746,645,23236,-8183,-4076
220501000,332,781,642,21496,-6458,-1709
220520000,341,778,624,21541,-4809,458
220539000,347,756,631,21190,-5312,854
220558000,350,736,630,18961,-8213,2656
220577000,356,723,615,14977,-11435,3603
220596000,350,733,612,10946,-15786,1648
220615000,361,733,594,7389,-18839,-3725
220634000,340,746,579,4992,-20183,-9068
220653000,294,775,553,3587,-19206,-9190
220672000,292,798,550,3633,-15435,-4809
220691000,299,799,532,5343,-10183,-122
220710000,313,804,556,7694,-6870,4091
220729000,304,814,555,9343,-4351,8274
220748000,312,814,556,11755,-1770,10381
220767000,324,784,531,12946,900,10977
220786000,334,766,521,13221,2000,10244
220805000,328,778,516,12931,1755,10137
220824000,311,789,501,12503,3190,14106
220843000,305,775,510,12167,6106,15740
220862000,316,759,510,12396,7908,13801
220881000,326,775,491,13526,9297,11603
220900000,323,785,482,13786,11206,15038
220919000,329,786,476,13221,14564,19969
220938000,339,783,508,12992,18427,24396
220957000,326,758,508,12702,22564,26229
220976000,333,729,524,12702,24839,28213
220995000,349,736,545,11755,25236,30900
221014000,350,724,557,9450,26854,33038
221033000,373,713,580,7145,26259,32854
221052000,366,709,570,5221,25221,31251
221071000,366,702,554,4519,24183,29221
221090000,374,724,492,5603,24045,27526
221109000,370,757,486,6000,26351,31190
221128000,384,783,541,5694,27465,36610
221147000,379,751,533,5740,28885,38778
221166000,380,728,519,7343,28900,36091
221185000,388,735,503,9099,29022,32274
221204000,382,754,479,10610,29511,35282
221223000,379,753,518,10045,31969,42015
221242000,396,719,539,9541,33877,42381
221261000,432,674,552,9175,33022,34381
221280000,416,697,526,8977,30580,28213
221299000,406,728,488,7725,30534,30854
221318000,422,725,511,6320,32244,35770
221337000,447,706,565,5679,32961,36473
221356000,436,675,611,6473,30595,31984
221375000,423,668,593,6549,28045,27129
221394000,400,681,564,6671,27969,24931
221413000,404,661,521,4671,29465,26534
221432000,413,690,499,3541,29755,30137
221451000,409,688,528,2625,33007,35938
221470000,409,683,588,4580,34137,37389
221489000,401,667,601,5847,36198,36366
221508002,401,656,566,5221,34595,37572
221527000,416,659,574,4137,34763,37862
221546000,422,667,597,3083,35648,38106
221565000,439,659,619,4198,35557,35679
221584000,417,643,615,6519,35236,29984
221603000,401,616,606,7221,35496,25679
221622000,408,658,637,8045,36274,24885
221641000,407,680,628,8503,37893,30763
221660000,428,643,627,9648,38671,33984
221679000,416,610,632,10351,39206,29465
221698000,398,609,636,12412,39282,22916
221717000,389,640,642,14320,38702,21175
221736000,394,658,656,16305,39190,23221
221755000,365,662,665,18137,38396,27480
221774000,468,594,681,18274,37511,33129
221793000,449,575,631,17786,35984,26198
221812000,391,623,624,19389,31816,22839
221831000,387,658,647,18366,30076,26839
221850000,399,552,654,14564,32290,31832
221869000,456,501,635,11908,27755,22305
221888000,445,552,659,9099,21923,12045
221907000,459,623,686,6793,15511,10427
221926000,424,659,699,4854,12580,12045
221945000,373,649,652,7206,11893,6183
221964000,342,630,623,9618,11984,-2870
221983000,299,647,630,11587,11465,-8656
222002000,278,677,620,11038,14381,-4732
222021000,229,774,636,13618,16687,-2366
222040000,250,742,577,12198,27374,6824
222059000,315,691,588,11404,30167,2778
222078000,313,729,586,11755,30717,-2824
222097000,276,777,557,10748,34061,3099
222116000,291,757,546,8167,37725,13053
222135000,335,753,573,6564,38717,15908
222154000,343,859,582,7893,37694,19908
222173000,413,875,586,11450,38625,27679
222192000,417,834,588,15083,37175,28961
222211000,413,737,585,16839,35541,24854
222230000,349,664,518,14961,34931,18778
222249000,342,638,493,7740,35328,23496
222268000,288,734,502,1267,37389,36458
222287000,275,821,622,-274,42824,56335
222306000,318,887,773,6977,45969,63053
222325000,272,811,794,11938,51435,68213
222344000,312,828,779,16763,55312,64916
222363000,427,889,635,20335,54961,62137
222382000,484,815,571,19007,53908,71099
222401000,477,638,661,17603,46030,68274
222420000,355,718,632,20229,37679,51816
222439000,353,791,628,19908,38396,52381
222458000,385,691,636,16549,37816,50687
222477000,501,663,678,14732,29770,39923
222496000,432,674,653,11679,25755,33358
222515000,382,715,610,7694,30839,32335
222534000,401,703,524,4931,35679,32137
222553000,466,724,578,3160,34610,32076
222572000,500,703,575,1267,35007,35862
222591000,477,706,583,839,40977,42015
222610000,354,717,503,1908,43984,44702
222629000,366,780,571,6671,45465,42244
222648001,356,771,491,4610,50396,45435
222667000,491,673,581,1633,45816,39526
222686000,405,742,558,2534,42244,33572
222705000,365,803,514,1633,46687,40122
222724000,407,750,544,2396,45603,40671
222743000,393,733,529,4320,46015,41343
222762000,375,762,541,4366,47206,38519
222781000,383,755,522,3709,49358,43236
222800000,360,762,564,4778,53557,50274
222819000,373,719,583,4671,55251,48641
222838000,350,722,589,4152,54473,45862
222857000,360,694,592,2015,58625,52717
222876000,414,665,650,1801,60961,52793
222895000,391,653,628,687,64213,52534
222914000,345,636,579,-1725,67801,55099
222933000,314,671,647,-2809,69786,56030
222952000,385,643,592,-8320,71954,61083
222971000,349,666,624,-11160,77160,65557
222990000,399,568,633,-15328,74519,61587
223009000,384,702,640,-17022,73648,57297
223028000,402,566,660,-22793,76824,65221
223047000,452,672,791,-18412,70641,61007
223066000,408,661,652,-26366,79465,72427
223085000,280,527,625,-33038,82687,87664
223104000,314,423,710,-35541,71343,87603
223123000,291,454,782,-35938,62488,84687
223142000,205,442,822,-36229,53816,87145
223161000,86,406,741,-35557,52106,89175
223180000,105,484,722,-29770,57832,89984
223199000,293,387,963,-28732,46427,84977
223218000,219,364,926,-30152,38351,78137
223237000,69,318,862,-30625,33648,68610
223256000,87,267,926,-29755,27893,60870
223275000,113,264,1004,-30702,21328,50061
223294000,59,280,957,-29190,18076,36625
223313000,3,315,885,-27328,13267,26396
223332000,114,285,870,-26732,-274,9190
223351000,147,386,959,-28748,-7068,-4351
223370009,195,399,825,-27618,-8137,-6488
223389000,257,375,900,-23816,-17526,-4931
223408000,363,461,838,-19206,-20152,-13694
223427000,343,509,679,-17099,-22427,-11480
223446000,402,514,740,-13450,-27221,-3083
223465000,279,511,841,-10259,-25664,5832
223484000,246,450,866,-4000,-27099,8977
223503000,341,370,966,-2381,-30442,13465
223522000,327,338,945,-1526,-34671,7862
223541000,380,341,991,5755,-37236,-839
223560000,325,358,950,6381,-37190,-2458
223579000,361,358,991,5725,-38000,-854
223598000,331,312,904,2793,-37358,-6763
223617000,332,349,845,-30,-37816,-10763
223636000,353,315,839,-4473,-31328,-3465
223655000,375,253,860,-2427,-32503,-6045
223674001,444,300,907,-1282,-33603,-10885
223693000,373,337,881,-687,-28320,-5786
223712000,464,283,867,-213,-29190,-10061
223731000,374,357,842,-2442,-26687,-10809
