Timestamp,Data
2025-01-07T15:18:50.062787,717:0,21:0,19:0,24:0,26:0,22:0,922:0,827:0,21:0,24:0,23:0,26:0,26:0,333:4,605:0,653:0,18:0,19:0,23:0,27:0,24:0,23:0,493:0,589:0,18:0,20:0,22:0,28:0,26:0,22:0,737:0,710:0,16:0,19:0,23:0,25:0,25:0,X:X,891:0,1124:0,21:0,20:0,22:0,24:0,24:0,X:X,X:X,119:0,18:0,21:0,24:0,25:0,26:0,876:4,634:4,231:0,19:0,21:0,26:0,24:0,24:0,24:0,113:0,158:0,
2025-01-07T15:18:50.158615,18:0,21:0,21:0,25:0,25:0,678:13,806:0,805:0,20:0,24:0,23:0,26:0,27:0,22:4,562:0,668:0,18:0,19:0,24:0,27:0,24:0,22:0,509:0,595:0,19:0,20:0,24:0,26:0,27:0,25:0,732:0,713:0,17:0,18:0,23:0,24:0,25:0,23:10,1425:4,1087:0,21:0,21:0,23:0,26:0,25:0,X:X,716:13,117:0,19:0,22:0,23:0,26:0,26:0,23:4,276:4,307:0,19:0,21:0,26:0,26:0,24:0,663:4,284:4,305:0,
2025-01-07T15:18:50.255921,17:0,21:0,19:0,23:0,25:0,X:X,866:0,820:0,20:0,23:0,21:0,26:0,26:0,645:13,679:0,664:0,18:0,18:0,23:0,27:0,24:0,23:0,605:0,590:0,17:0,21:0,23:0,23:0,27:0,23:0,531:4,670:0,16:0,19:0,24:0,27:0,25:0,X:X,1363:0,1090:0,20:0,20:0,22:0,24:0,24:0,X:X,X:X,107:0,19:0,22:0,24:0,24:0,26:0,X:X,110:0,153:4,19:0,21:0,26:0,26:0,25:0,761:0,290:0,305:0,
2025-01-07T15:18:50.358304,17:0,21:0,21:0,26:0,24:0,819:13,764:0,822:0,21:0,24:0,24:0,27:0,27:0,22:4,594:0,646:0,19:0,19:0,23:0,28:0,26:0,23:0,453:4,594:0,19:0,21:0,23:0,26:0,28:0,23:0,939:4,663:0,16:0,19:0,23:0,24:0,26:0,X:X,1443:0,1104:0,21:0,20:0,22:0,24:0,26:0,X:X,777:13,119:0,19:0,21:0,24:0,25:0,27:0,23:10,322:4,237:0,19:0,22:0,26:0,25:0,23:0,24:4,283:0,158:0,
2025-01-07T15:18:50.461461,18:0,21:0,20:0,24:0,25:0,657:0,849:0,818:0,19:0,24:0,24:0,26:0,26:0,22:0,505:0,664:0,17:0,19:0,23:0,26:0,23:0,22:0,557:0,597:0,17:0,20:0,24:0,26:0,25:0,22:0,652:4,688:0,17:0,19:0,22:0,24:0,25:0,23:10,1403:0,1119:0,21:0,20:0,22:0,23:0,26:0,23:10,730:0,106:0,18:0,22:0,23:0,25:0,26:0,907:4,112:4,307:4,19:0,21:0,24:0,24:0,23:0,X:X,113:0,304:0,
2025-01-07T15:18:50.557285,18:0,22:0,21:0,23:0,26:0,833:4,684:0,823:0,20:0,25:0,24:0,26:0,26:0,23:0,601:0,663:0,19:0,19:0,23:0,27:0,24:0,22:0,510:0,585:0,19:0,21:0,24:0,26:0,26:0,24:0,757:4,680:0,17:0,19:0,23:0,25:0,24:0,X:X,1413:0,1160:0,21:0,20:0,23:0,24:0,27:0,X:X,X:X,636:4,19:0,22:0,24:0,25:0,27:0,23:4,111:0,154:0,19:0,22:0,27:0,26:0,23:0,24:10,279:4,304:0,
2025-01-07T15:18:50.656555,17:0,20:0,19:0,25:0,24:0,584:4,796:0,816:0,20:0,24:0,23:0,27:0,26:0,748:13,695:0,637:0,18:0,19:0,23:0,26:0,25:0,23:0,501:0,599:0,18:0,21:0,23:0,26:0,26:0,24:0,630:0,680:0,16:0,18:0,23:0,23:0,26:0,X:X,1441:0,1110:0,20:0,20:0,21:0,24:0,25:0,X:X,1165:13,197:4,19:0,20:0,23:0,25:0,25:0,947:4,543:4,232:0,18:0,21:0,26:0,24:0,24:0,X:X,287:0,328:0,
2025-01-07T15:18:50.776312,18:0,21:0,20:0,24:0,24:0,22:4,790:0,842:0,21:0,25:0,23:0,26:0,28:0,X:X,630:0,659:0,18:0,20:0,23:0,27:0,25:0,23:0,495:0,595:0,19:0,21:0,23:0,26:0,28:0,24:0,668:0,671:0,18:0,20:0,23:0,23:0,25:0,23:10,973:4,1115:0,21:0,20:0,22:0,24:0,24:0,X:X,598:4,197:0,19:0,21:0,24:0,25:0,26:0,X:X,281:4,305:0,19:0,22:0,26:0,25:0,25:0,24:10,285:0,240:0,
2025-01-07T15:18:50.852189,17:0,20:0,19:0,25:0,24:0,702:4,616:0,838:0,20:0,23:0,23:0,26:0,27:0,744:13,513:0,664:0,18:0,18:0,23:0,26:0,24:0,24:0,598:0,579:0,18:0,21:0,23:0,25:0,27:0,X:X,634:0,654:0,16:0,18:0,23:0,23:0,25:0,X:X,565:4,1081:0,21:0,20:0,22:0,25:0,25:0,X:X,X:X,279:0,19:0,21:0,23:0,25:0,25:0,882:13,111:0,308:0,19:0,21:0,26:0,24:0,23:0,23:0,113:0,244:0,
2025-01-07T15:18:50.952461,18:0,21:0,20:0,25:0,25:0,613:0,828:4,805:0,21:0,24:0,24:0,27:0,26:0,22:4,590:0,671:0,18:0,19:0,23:0,27:0,24:0,24:0,505:4,597:0,18:0,21:0,23:0,27:0,28:0,25:10,713:4,674:0,16:0,19:0,23:0,26:0,24:0,X:X,1074:4,1120:0,21:0,21:0,22:0,25:0,25:0,X:X,1134:13,117:0,19:0,23:0,24:0,25:0,27:0,X:X,148:0,151:0,19:0,21:0,26:0,26:0,24:0,23:0,281:4,328:0,
2025-01-07T15:18:51.049730,17:0,21:0,21:0,24:0,25:0,22:0,802:0,831:0,21:0,25:0,24:0,27:0,27:0,22:0,603:0,667:0,18:0,18:0,23:0,26:0,24:0,23:0,588:0,593:0,18:0,21:0,23:0,25:0,26:0,23:0,505:4,711:0,16:0,19:0,23:0,24:0,26:0,23:10,623:4,1083:0,20:0,20:0,22:0,22:0,24:0,X:X,1166:0,198:0,19:0,21:0,24:0,24:0,27:0,773:13,280:0,154:0,19:0,21:0,26:0,25:0,24:0,23:0,113:0,308:0,
2025-01-07T15:18:51.153467,17:0,21:0,20:0,26:0,26:0,22:0,595:4,820:0,21:0,24:0,24:0,26:0,27:0,557:13,362:4,660:0,18:0,18:0,24:0,27:0,25:0,22:0,513:4,592:0,19:0,20:0,24:0,24:0,25:0,24:0,666:4,699:0,17:0,19:0,24:0,24:0,26:0,X:X,1187:4,1120:0,20:0,21:0,23:0,24:0,26:0,22:10,X:X,280:0,19:0,23:0,24:0,25:0,27:0,23:4,328:0,153:0,19:0,21:0,25:0,24:0,24:0,23:0,113:0,157:0,
2025-01-07T15:18:51.248882,17:0,21:0,20:0,24:0,24:0,22:0,835:4,785:0,20:0,25:0,23:0,25:0,26:0,889:4,681:4,666:0,18:0,19:0,23:0,27:0,24:0,22:0,450:0,588:0,18:0,21:0,22:0,25:0,26:0,22:0,839:0,703:0,16:0,19:0,24:0,25:0,25:0,X:X,1294:0,989:0,20:0,20:0,22:0,25:0,25:0,22:0,898:13,282:0,19:0,21:0,23:0,24:0,26:0,23:0,275:0,153:0,19:0,21:0,25:0,25:0,23:0,X:X,112:0,331:4,
2025-01-07T15:18:51.345529,18:0,21:0,20:0,25:0,24:0,754:4,799:0,796:0,20:0,24:0,24:0,27:0,26:0,715:0,509:4,656:0,19:0,19:0,23:0,27:0,25:0,24:0,501:0,587:0,18:0,21:0,24:0,27:0,27:0,X:X,863:0,691:0,16:0,19:0,23:0,26:0,26:0,X:X,802:4,1074:0,20:0,20:0,23:0,23:0,28:0,X:X,X:X,196:0,19:0,22:0,24:0,26:0,27:0,X:X,279:0,153:0,19:0,21:0,26:0,25:0,25:0,23:10,113:0,329:0,
2025-01-07T15:18:51.447181,17:0,20:0,20:0,25:0,25:0,766:0,718:0,807:0,20:0,24:0,22:0,26:0,26:0,22:0,503:0,661:0,18:0,18:0,24:0,27:0,24:0,447:13,478:0,577:0,18:0,20:0,24:0,26:0,26:0,24:10,558:4,699:0,15:0,18:0,23:0,26:0,25:0,X:X,813:0,1094:0,21:0,20:0,22:0,25:0,24:0,X:X,X:X,117:4,18:0,20:0,24:0,25:0,26:0,1181:13,280:0,230:0,19:0,21:0,25:0,26:0,25:0,23:0,287:4,328:0,
2025-01-07T15:18:51.547303,18:0,20:0,19:0,25:0,26:0,476:4,832:0,808:0,21:0,24:0,23:0,26:0,27:0,22:0,771:4,655:0,18:0,19:0,24:0,28:0,25:0,22:4,555:0,605:0,18:0,20:0,23:0,26:0,28:0,24:0,545:0,724:0,16:0,19:0,23:0,25:0,26:0,23:10,859:0,1151:0,21:0,20:0,23:0,24:0,25:0,23:10,1293:13,327:4,19:0,21:0,24:0,25:0,25:0,X:X,281:0,152:0,19:0,22:0,27:0,24:0,24:0,23:0,285:0,157:0,
2025-01-07T15:18:51.645762,17:0,20:0,20:0,25:0,26:0,22:4,735:0,809:0,20:0,24:0,23:0,26:0,25:0,639:13,739:0,659:0,18:0,18:0,23:0,25:0,25:0,23:0,507:0,594:0,18:0,20:0,23:0,27:0,26:0,X:X,591:0,713:0,16:0,18:0,23:0,24:0,25:0,23:0,493:4,1133:0,20:0,20:0,23:0,25:0,25:0,X:X,1368:0,198:4,18:0,21:0,25:0,25:0,25:0,X:X,111:0,233:0,18:0,21:0,26:0,25:0,25:0,24:0,282:0,244:0,
2025-01-07T15:18:51.744462,18:0,22:0,19:0,25:0,26:0,22:0,744:0,851:0,21:0,24:0,24:0,27:0,26:0,663:0,694:0,664:0,19:0,19:0,23:0,27:0,26:0,22:0,529:0,592:0,18:0,20:0,23:0,27:0,27:0,23:10,1202:4,693:0,17:0,19:0,24:0,26:0,27:0,23:0,1242:4,1073:0,20:0,20:0,24:0,25:0,25:0,X:X,1463:0,198:0,18:0,21:0,24:0,26:0,26:0,671:13,278:4,336:0,20:0,22:0,26:0,26:0,24:0,25:0,113:0,328:0,
2025-01-07T15:18:51.843055,17:0,21:0,20:0,24:0,25:0,468:4,686:0,799:0,20:0,24:0,23:0,27:0,26:0,643:13,597:0,668:0,18:0,18:0,23:0,27:0,24:0,23:0,562:0,589:0,18:0,20:0,22:0,24:0,25:0,23:0,796:4,697:0,16:0,19:0,22:0,23:0,25:0,23:0,1307:0,1094:0,20:0,20:0,21:0,25:0,24:0,X:X,1351:0,198:0,19:0,20:0,24:0,24:0,26:0,X:X,110:0,231:0,19:0,21:0,25:0,24:0,23:0,23:0,287:4,159:0,
2025-01-07T15:18:51.944834,17:0,21:0,21:0,24:0,26:0,22:4,773:0,816:0,19:0,25:0,23:0,28:0,28:0,22:4,509:4,666:0,19:0,18:0,23:0,27:0,24:0,23:0,516:0,591:0,19:0,20:0,23:0,26:0,27:0,X:X,761:0,679:0,17:0,19:0,25:0,24:0,26:0,23:0,1393:0,1110:0,21:0,20:0,23:0,25:0,26:0,X:X,X:X,117:0,19:0,21:0,25:0,25:0,25:0,23:10,111:0,153:0,19:0,22:0,26:0,24:0,24:0,24:0,288:0,158:0,
2025-01-07T15:18:52.040415,17:0,21:0,21:0,25:0,25:0,582:4,1054:4,794:0,19:0,24:0,21:0,26:0,27:0,775:4,609:0,661:0,18:0,18:0,24:0,27:0,24:0,23:0,558:0,597:0,18:0,20:0,23:0,26:0,27:0,24:10,663:4,736:0,17:0,19:0,22:0,25:0,26:0,23:0,1471:0,1090:0,21:0,20:0,21:0,24:0,24:0,X:X,1051:13,197:0,19:0,21:0,22:0,24:0,26:0,23:0,277:4,336:4,19:0,21:0,26:0,24:0,24:0,23:0,114:0,157:0,
2025-01-07T15:18:52.141391,18:0,21:0,22:0,26:0,24:0,23:4,866:0,810:0,21:0,24:0,24:0,27:0,26:0,465:4,626:0,660:0,19:0,19:0,24:0,27:0,25:0,24:0,528:0,598:0,18:0,20:0,23:0,26:0,25:0,23:0,771:4,722:0,17:0,19:0,23:0,24:0,26:0,23:0,1302:0,983:0,21:0,21:0,22:0,25:0,25:0,23:10,X:X,277:0,18:0,21:0,24:0,26:0,27:0,23:0,277:0,151:0,19:0,22:0,27:0,26:0,24:0,24:0,281:4,157:0,
2025-01-07T15:18:52.240015,17:0,20:0,20:0,24:0,24:0,763:4,1001:0,811:0,19:0,24:0,23:0,26:0,26:0,X:X,693:0,646:0,19:0,17:0,22:0,26:0,23:0,23:0,561:0,591:0,18:0,20:0,22:0,25:0,26:0,24:0,759:0,708:0,16:0,18:0,23:0,25:0,24:0,X:X,1329:0,1063:0,20:0,20:0,22:0,24:0,25:0,436:4,X:X,198:0,18:0,21:0,23:0,25:0,26:0,1103:4,281:0,238:0,18:0,22:0,26:0,25:0,23:0,24:0,113:0,158:0,
2025-01-07T15:18:52.341651,17:0,21:0,20:0,25:0,25:0,640:0,979:0,801:0,21:0,24:0,24:0,26:0,26:0,23:10,688:0,654:0,19:0,19:0,24:0,27:0,25:0,23:0,499:4,596:0,19:0,21:0,24:0,26:0,27:0,25:0,651:0,699:0,16:0,20:0,24:0,26:0,25:0,24:10,1327:0,1074:0,21:0,21:0,22:0,23:0,26:0,22:4,1167:13,334:0,19:0,21:0,25:0,27:0,26:0,23:4,277:0,153:0,20:0,21:0,26:0,24:0,23:0,24:0,113:0,326:0,
2025-01-07T15:18:52.440808,17:0,21:0,19:0,24:0,25:0,815:0,748:4,791:0,19:0,24:0,22:0,25:0,26:0,23:0,710:0,653:0,19:0,18:0,23:0,26:0,24:0,22:0,490:0,592:0,17:0,20:0,21:0,25:0,26:0,24:0,709:0,689:0,16:0,18:0,23:0,24:0,26:0,23:0,1225:0,1034:0,20:0,21:0,21:0,23:0,27:0,X:X,946:4,341:0,18:0,21:0,24:0,24:0,25:0,498:4,313:0,154:0,18:0,21:0,26:0,25:0,23:0,24:0,272:4,160:0,
2025-01-07T15:18:52.537676,18:0,22:0,21:0,27:0,27:0,738:13,784:0,791:0,21:0,27:0,25:0,29:0,27:0,504:4,649:0,786:4,22:0,19:0,24:0,28:0,28:0,24:0,531:0,586:0,19:0,23:0,24:0,31:0,28:0,X:X,749:0,707:0,18:0,19:0,25:0,27:0,28:0,24:0,X:X,1003:0,20:0,24:0,23:0,26:0,27:0,X:X,1673:4,172:0,19:0,23:0,24:0,28:0,29:0,X:X,339:0,341:4,19:0,25:0,27:0,28:0,25:0,X:X,290:0,264:0,
