"X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 1228:10, X:X, X:X, X:X, 931:10, 542:5, 664:5, 612:5, 673:5, 693:5, 799:5, 952:10, 914:4, 407:5, 416:5, 484:5, 518:5, 512:5, 517:5, 386:5, X:X,",bras_gauche
"X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 722:5, 703:5, 669:5, X:X, X:X, X:X, X:X, 501:5, 484:5, 497:5, 587:5, 592:5, 600:9, 517:5, 491:10,",
"X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 952:10, X:X, 695:5, 689:5, 692:10, X:X, 615:10, 513:10, X:X, 550:5, 504:5, 549:5, 523:5, 492:5, 452:5, 490:5,",bras_droit
"X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 550:10, X:X, 651:10, 709:10, X:X, X:X, X:X, 731:4, 475:10, 493:4, 496:5, 606:5, 650:10, X:X, X:X, 330:10, 353:5, 378:5, 455:5, 491:5, 489:5, 452:5, X:X,",
"X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 913:10, X:X, X:X, 549:5, 567:5, 591:9, 678:5, 764:4, X:X,",bras_gauche
"X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 988:10, 881:10, 552:4, X:X, X:X, X:X, 807:4, 737:5, 727:5, X:X, 512:10,",
"X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 782:10, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 837:10, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 862:10, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 892:10, 913:10, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 937:10, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 867:10, 673:10, 691:10, 694:4, X:X, X:X, X:X, 432:10, 476:10, 492:4, 538:5, 554:5, 609:10, X:X,",bras_droit
"X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 430:10, 480:10, 531:4, 682:5, X:X, X:X, X:X, X:X, 323:10, 377:5, 462:5, 499:5, 517:5, 498:5, X:X, X:X,",
"X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 836:10, X:X, 565:5, 663:5, 697:5, X:X, X:X, 909:10, 848:10, 506:5, 439:5, 502:5, 507:5, 566:5, 604:5, 504:10, X:X,",bras_gauche
"X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 603:10, 697:5, 691:5, 694:5, X:X, X:X, 679:4, 590:4, 442:5, 490:5, 515:5, 556:5, 585:5, 532:5, 850:4, X:X,",bras_gauche
"X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 743:5, X:X, 626:5, 668:5, 681:10, 701:10, X:X, X:X, 413:5, 448:5, 481:5, 511:5, 495:5, 469:5, 410:4, X:X,",
"X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 655:5, 671:5, 665:5, 688:5, 518:10, X:X, 844:5, 507:5, 498:5, 534:5, 501:5, 453:5, 435:5, X:X,",bras_droit
"X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 565:10, 591:5, 624:5, 673:5, 677:5, X:X, X:X, 416:5, 405:5, 440:5, 485:5, 521:5, 527:5, 470:5, X:X,",
"X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 708:10, 573:5, 512:5, 531:5, 597:5, 708:5, X:X, 912:10, 371:5, 336:5, 364:5, 463:5, 481:5, 552:5, X:X, X:X,",bras_gauche
"X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 715:5, 690:5, X:X, X:X, X:X, X:X, 483:5, 487:5, 516:5, 551:5, 533:5, 466:10, X:X,",
"X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 675:5, 673:10, X:X, X:X, 938:10, 976:4, 661:5, 526:5, 586:5, 540:5, 501:5, 411:10,",bras_droit
"X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 1010:10, 1019:10, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 1026:4, 783:4, 634:9, 644:5, 674:5, X:X,",bras_droit
"X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 924:10, 620:10, 603:4, 659:5, 680:5, X:X, X:X, X:X,",
"X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 733:10, 606:10, 585:10, 641:10, 674:10, X:X, X:X, X:X, X:X, 370:4, 413:5, 485:5, 508:5, 636:10, X:X, X:X,",bras_gauche
"X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 577:10, 617:10, X:X, X:X, X:X, X:X, X:X, X:X, 360:4, 424:5, 471:5, 633:5, 675:5, X:X, X:X, X:X, 281:10, 326:5, 422:5, 493:5, 503:5, 483:5, X:X, X:X,",bras_gauche
"X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 676:4, 654:5, 685:5, 697:5, X:X, X:X, X:X, 397:5, 410:5, 481:5, 516:5, 519:5, 502:5, 487:10, X:X,",
"X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 1028:10, 982:4, 683:5, 664:5, 709:5, 655:10, X:X, X:X, 392:5, 450:5, 473:5, 503:5, 519:5, 532:5, 451:5, X:X,",bras_droit
"X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 1017:5, 1048:5, 670:5, 654:5, 700:5, X:X, X:X, X:X, 374:5, 412:5, 468:5, 497:5, 525:5, 593:5, X:X, X:X,",bras_droit
"X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 646:4, 580:4, 576:5, 641:5, 675:5, X:X, X:X, X:X, 360:5, 386:5, 431:5, 503:5, 506:5, 528:5, 463:10, X:X,",bras_gauche
"X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 686:10, X:X, X:X, X:X, X:X, X:X, X:X, 710:5, 721:5, 743:5, 707:9, X:X, X:X, X:X, X:X, 432:5, 542:5, 500:5, 608:5, 642:5, 590:5, 568:5, X:X,",
"X:X, 766:10, 786:10, X:X, X:X, X:X, X:X, X:X, X:X, 762:10, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 796:10, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 807:10, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 859:10, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 901:4, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 800:5, 626:5, 673:5, 696:10, X:X, X:X, X:X, 411:5, 417:5, 480:5, 519:5, 535:5, 555:5, 524:5, X:X,",bras_droit
"X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 854:10, 838:10, X:X, X:X, X:X, X:X, X:X, 851:5, 796:10, 836:10, X:X, X:X, X:X, 713:5, 769:5, 761:5, 785:10, X:X, X:X, X:X, X:X, 641:5, 654:5, 633:5, 692:5, 762:4, X:X, X:X, X:X, 562:5, 549:5, 588:5, 621:5, 674:4, 727:4, X:X, X:X,",
"X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 766:5, 755:5, 680:5, X:X, X:X, X:X, X:X, X:X, 751:5, 712:5, 676:10, 659:10, 643:10, X:X, X:X, 408:4, 473:5, 525:5, 614:5, 644:10, 703:10, X:X, 237:4, 296:4, 305:4, 453:5, 494:5, 465:4, 404:10, X:X,",
"X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 763:10, X:X, X:X, X:X, X:X, X:X, X:X, 754:10, 731:10, X:X, X:X, X:X, X:X, 748:10, 772:10, X:X, X:X, X:X, X:X, X:X, X:X, 766:10, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 848:10, 999:10, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 632:4, 548:5, 680:5, 709:5, X:X, X:X, X:X, 328:5, 382:5, 471:5, 523:5, 525:5, 553:5, X:X, X:X,",
"743:10, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 777:10, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 795:10, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 820:5, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 849:5, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 951:5, 722:10, 707:10, X:X, X:X, X:X, X:X, X:X, 550:9, 494:5, 638:5, 669:5, X:X, X:X, X:X, 343:5, 388:5, 467:5, 504:5, 522:5, 490:5, 453:10, X:X,",bras_droit
"X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 647:10, X:X, 552:4, 562:5, 706:5, 721:10, X:X, X:X, 742:10, 654:10, 463:5, 503:5, 508:5, 613:5, 660:10, 823:10, X:X, 354:5, 356:5, 401:5, 475:5, 526:5, 528:5, 483:5, X:X,",
"X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 853:10, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 871:10, X:X, X:X, X:X, X:X, X:X, X:X, 923:10, 915:4, X:X, X:X, X:X, X:X, X:X, X:X, 929:10, X:X, 687:5, 559:5, 557:5, 647:5, 722:5, 952:4, 931:5, X:X, 421:5, 378:5, 403:5, 489:5, 525:5, 647:9, X:X, X:X,",bras_gauche
"X:X, 872:10, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 856:10, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 841:10, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 871:10, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 899:10, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 854:4, 744:5, 724:5, X:X, X:X, X:X, X:X, 458:5, 433:5, 504:5, 540:5, 657:5, X:X, X:X, X:X,",bras_droit
"X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 571:10, X:X, 735:5, 688:5, 718:10, X:X, X:X, X:X, 680:4, 595:9, 522:5, 549:5, 603:5, 578:10, X:X, 719:10,",bras_droit
"X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 847:10, 899:10, 893:10, X:X, X:X, X:X, X:X, X:X, 848:10, 868:10, 900:10, 929:10, 976:10, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 1001:10, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 731:5, 786:10, X:X, X:X, X:X, X:X, X:X, 658:5, 648:5, 639:5, 540:10, X:X,",
"X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 981:5, X:X, 835:10, X:X, X:X, X:X, 799:5, 721:5, 910:4, 936:4, X:X,",
"730:10, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 755:10, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 946:10, 1060:10, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 718:10, 713:10, 729:10, X:X, X:X, X:X, X:X, 374:10, 440:10, 485:10, 627:10, 692:10, X:X, X:X, X:X, 285:10, 370:10, 456:10, 480:4, 490:4, 472:4, X:X, X:X,",
"X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 945:10, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 922:4, 998:4, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 511:5, 555:5, 519:5, 647:5, 679:4, X:X, X:X,",bras_droit
"X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 778:10, 715:10, 631:10, 753:10, X:X, X:X, X:X, X:X, X:X, 558:10, 553:10, 554:10, 655:10, X:X, X:X, X:X, 379:5, 383:5, 409:5, 470:5, 494:5, 692:10, 1012:10,",
"X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, X:X, 628:10, 628:10, 672:5, 684:5, X:X, X:X, X:X, X:X, 366:10, 447:5, 504:5, 527:5, 568:5, X:X, 531:5, X:X,",bras_gauche
